7 100 100 100
0 91 81 20 203
1 7 52 20 275
2 83 69 20 275
3 56 96 20 275
4 14 30 20 197
5 74 83 20 275
6 43 41 20 194
7 46 91 20 275
8 83 52 20 275
9 98 44 20 202
10 99 14 20 275
11 95 0 20 275
12 87 3 20 275
13 22 56 20 275
14 91 88 20 275
15 24 1 20 212
16 94 21 20 157
17 68 48 20 275
18 26 79 20 275
19 71 83 20 275
20 43 89 20 222
21 32 10 20 235
22 96 54 20 191
23 14 55 20 178
24 43 62 20 275
25 26 27 20 275
26 10 23 20 216
27 85 29 20 114
28 78 58 20 197
29 75 92 20 236
30 69 7 20 216
31 20 80 20 275
32 4 42 20 214
33 75 82 20 189
34 98 32 20 215
35 54 46 20 275
36 97 78 20 275
37 96 91 20 275
38 47 20 20 146
39 38 19 20 168
40 70 55 20 275
41 90 60 20 275
42 84 45 20 205
43 8 35 20 168
44 9 90 20 207
45 96 67 20 227
46 19 89 20 193
47 8 90 20 219
48 24 40 20 275
49 37 29 20 176
50 88 73 20 275
51 82 66 20 275
52 98 17 20 160
53 60 59 20 275
54 68 7 20 275
55 21 40 20 146
56 44 63 20 159
57 65 10 20 275
58 74 85 20 275
59 28 84 20 275
60 88 86 20 229
61 59 84 20 190
62 17 25 20 275
63 7 59 20 194
64 33 63 20 275
65 60 1 20 275
66 59 53 20 275
67 14 69 20 275
68 12 75 20 275
69 26 57 20 175
70 72 54 20 275
71 71 6 20 141
72 84 18 20 275
73 5 22 20 275
74 83 19 20 275
75 96 42 20 207
76 39 6 20 213
77 27 44 20 275
78 43 9 20 186
79 6 51 20 275
80 70 59 20 275
81 42 95 20 189
82 15 33 20 275
83 79 55 20 165
84 92 94 20 232
85 8 13 20 275
86 22 67 20 275
87 65 13 20 191
88 39 56 20 195
89 13 98 20 225
90 19 70 20 275
91 28 87 20 275
92 17 10 20 275
93 23 1 20 275
94 90 67 20 204
95 8 10 20 201
96 52 60 20 208
97 29 94 20 199
98 28 81 20 152
99 84 42 20 193
