7 100 100 100
0 22 10 20 275
1 32 86 20 166
2 12 14 20 153
3 6 3 20 145
4 50 27 20 163
5 24 85 20 140
6 38 50 20 275
7 33 4 20 225
8 91 0 20 187
9 67 19 20 209
10 71 34 20 275
11 93 27 20 124
12 72 52 20 275
13 75 68 20 221
14 53 86 20 189
15 12 21 20 198
16 98 70 20 220
17 60 89 20 210
18 18 44 20 125
19 48 24 20 158
20 98 8 20 275
21 51 75 20 251
22 54 80 20 216
23 51 79 20 241
24 78 18 20 159
25 54 98 20 275
26 44 77 20 126
27 55 28 20 175
28 26 29 20 275
29 44 30 20 108
30 84 58 20 275
31 97 56 20 227
32 75 85 20 207
33 87 32 20 207
34 63 77 20 177
35 39 85 20 188
36 55 76 20 165
37 67 34 20 275
38 72 19 20 170
39 0 52 20 209
40 93 38 20 182
41 73 2 20 170
42 58 5 20 217
43 24 31 20 161
44 47 87 20 219
45 11 7 20 275
46 93 60 20 200
47 15 3 20 200
48 40 90 20 174
49 33 91 20 181
50 28 30 20 275
51 44 58 20 155
52 26 97 20 275
53 7 86 20 199
54 49 22 20 220
55 3 58 20 207
56 99 34 20 275
57 22 9 20 173
58 2 63 20 199
59 6 60 20 218
60 33 3 20 159
61 93 63 20 203
62 56 12 20 275
63 53 30 20 275
64 70 35 20 138
65 68 9 20 168
66 31 61 20 200
67 39 25 20 201
68 11 98 20 220
69 39 77 20 188
70 14 22 20 275
71 79 23 20 127
72 9 73 20 220
73 95 14 20 275
74 74 48 20 131
75 10 85 20 177
76 60 9 20 275
77 10 99 20 275
78 76 64 20 275
79 2 57 20 201
80 58 90 20 225
81 79 52 20 178
82 59 95 20 190
83 25 62 20 166
84 95 80 20 275
85 90 84 20 210
86 58 48 20 201
87 79 72 20 275
88 32 20 20 245
89 82 62 20 275
90 47 15 20 197
91 71 92 20 206
92 74 35 20 177
93 70 76 20 189
94 20 86 20 199
95 19 14 20 216
96 21 81 20 182
97 98 18 20 275
98 61 43 20 234
99 22 86 20 275
