3 100 100 100
0 7 62 20 181
1 50 19 20 159
2 20 98 20 196
3 65 25 20 166
4 34 39 20 168
5 87 61 20 164
6 19 95 20 197
7 48 61 20 189
8 21 77 20 174
9 13 64 20 200
10 12 90 20 205
11 19 13 20 151
12 31 93 20 232
13 53 23 20 85
14 34 95 20 219
15 89 21 20 145
16 90 31 20 177
17 36 97 20 212
18 66 39 20 103
19 22 34 20 174
20 37 22 20 178
21 0 64 20 194
22 4 22 20 217
23 10 38 20 197
24 41 58 20 155
25 61 18 20 177
26 36 17 20 168
27 73 83 20 174
28 3 32 20 146
29 57 88 20 182
30 89 7 20 182
31 64 33 20 138
32 44 19 20 154
33 72 73 20 181
34 55 73 20 145
35 66 23 20 135
36 7 83 20 217
37 16 85 20 186
38 66 20 20 58
39 55 78 20 153
40 10 94 20 195
41 22 39 20 174
42 56 54 20 155
43 0 3 20 133
44 97 53 20 208
45 2 89 20 226
46 39 7 20 174
47 49 23 20 178
48 37 2 20 122
49 6 68 20 196
50 52 19 20 81
51 61 82 20 163
52 54 44 20 115
53 36 55 20 181
54 92 30 20 148
55 96 95 20 202
56 21 0 20 152
57 31 7 20 123
58 75 51 20 200
59 60 40 20 141
60 41 47 20 180
61 37 21 20 130
62 35 86 20 179
63 3 91 20 225
64 53 94 20 215
65 75 57 20 143
66 25 27 20 169
67 51 81 20 195
68 80 89 20 201
69 11 31 20 182
70 16 19 20 130
71 97 27 20 176
72 44 33 20 122
73 8 29 20 213
74 14 30 20 222
75 85 26 20 146
76 11 99 20 209
77 81 34 20 164
78 74 17 20 190
79 52 14 20 123
80 8 34 20 194
81 86 42 20 158
82 13 67 20 162
83 95 39 20 154
84 87 73 20 180
85 49 56 20 202
86 99 2 20 119
87 26 56 20 214
88 84 27 20 123
89 69 78 20 175
90 28 41 20 166
91 94 89 20 198
92 75 56 20 195
93 42 25 20 174
94 7 88 20 195
95 98 94 20 200
96 51 83 20 223
97 71 8 20 145
98 40 65 20 170
99 18 4 20 221
