3 100 100 100
0 80 10 20 300
1 4 42 20 300
2 86 14 20 300
3 68 83 20 300
4 7 94 20 300
5 47 2 20 159
6 46 33 20 300
7 24 44 20 197
8 50 16 20 211
9 5 36 20 300
10 54 38 20 300
11 28 16 20 224
12 84 11 20 300
13 22 87 20 300
14 12 62 20 300
15 32 56 20 300
16 34 30 20 300
17 96 75 20 245
18 65 33 20 300
19 12 4 20 300
20 84 72 20 200
21 22 33 20 300
22 36 47 20 300
23 99 73 20 300
24 56 79 20 300
25 75 52 20 300
26 73 33 20 170
27 20 73 20 300
28 29 70 20 300
29 27 20 20 300
30 6 72 20 300
31 12 51 20 246
32 5 47 20 300
33 28 95 20 196
34 42 34 20 300
35 20 82 20 300
36 51 33 20 300
37 42 44 20 202
38 72 30 20 300
39 81 9 20 300
40 42 7 20 300
41 11 25 20 300
42 28 22 20 300
43 94 9 20 300
44 55 0 20 225
45 87 42 20 300
46 1 87 20 300
47 7 15 20 300
48 26 41 20 300
49 69 46 20 300
50 27 22 20 300
51 13 9 20 300
52 89 70 20 300
53 47 79 20 300
54 55 36 20 300
55 88 54 20 300
56 82 46 20 213
57 46 42 20 300
58 14 31 20 300
59 59 96 20 300
60 25 2 20 177
61 79 6 20 300
62 89 93 20 300
63 10 68 20 189
64 23 98 20 300
65 42 92 20 300
66 95 82 20 300
67 19 61 20 300
68 52 37 20 198
69 6 21 20 300
70 28 10 20 300
71 32 78 20 300
72 89 80 20 256
73 82 28 20 196
74 87 53 20 300
75 11 98 20 300
76 6 11 20 300
77 2 7 20 300
78 9 20 20 300
79 73 24 20 300
80 61 61 20 209
81 67 72 20 157
82 92 32 20 300
83 30 83 20 258
84 57 37 20 212
85 18 7 20 300
86 36 76 20 300
87 3 52 20 300
88 23 84 20 300
89 69 67 20 300
90 21 0 20 300
91 57 8 20 218
92 16 7 20 300
93 40 18 20 300
94 2 54 20 240
95 48 49 20 185
96 0 19 20 300
97 5 66 20 258
98 86 65 20 300
99 1 29 20 300
