3 100 100 100
0 52 94 20 223
1 30 51 20 180
2 9 43 20 211
3 51 51 20 112
4 47 43 20 180
5 62 41 20 159
6 30 2 20 274
7 49 45 20 223
8 37 90 20 222
9 59 41 20 221
10 20 39 20 183
11 22 79 20 240
12 27 16 20 195
13 46 99 20 196
14 39 99 20 223
15 9 44 20 213
16 60 95 20 236
17 14 51 20 206
18 81 99 20 254
19 60 61 20 243
20 31 20 20 164
21 25 1 20 196
22 77 63 20 202
23 3 77 20 227
24 53 29 20 171
25 58 90 20 255
26 2 8 20 195
27 87 0 20 209
28 17 55 20 210
29 26 92 20 220
30 89 75 20 263
31 55 25 20 160
32 36 20 20 229
33 28 61 20 219
34 24 55 20 221
35 51 1 20 241
36 41 89 20 228
37 14 37 20 233
38 20 18 20 199
39 85 14 20 208
40 11 13 20 192
41 75 59 20 187
42 48 51 20 218
43 6 62 20 216
44 91 56 20 201
45 97 63 20 198
46 38 45 20 240
47 96 99 20 220
48 40 80 20 162
49 67 7 20 165
50 91 55 20 237
51 14 93 20 200
52 0 47 20 211
53 5 60 20 221
54 3 17 20 221
55 80 0 20 201
56 19 54 20 218
57 68 25 20 144
58 16 33 20 255
59 86 65 20 233
60 5 19 20 196
61 16 60 20 239
62 1 55 20 244
63 34 48 20 235
64 82 92 20 175
65 58 39 20 158
66 13 71 20 240
67 9 96 20 230
68 36 41 20 170
69 86 79 20 201
70 19 78 20 237
71 20 37 20 192
72 71 66 20 190
73 39 56 20 201
74 20 84 20 227
75 36 57 20 226
76 82 37 20 216
77 12 19 20 213
78 87 75 20 227
79 51 91 20 211
80 68 40 20 163
81 62 57 20 239
82 93 86 20 299
83 91 31 20 232
84 43 16 20 202
85 4 27 20 142
86 79 35 20 199
87 68 95 20 249
88 85 30 20 139
89 33 24 20 258
90 86 14 20 215
91 59 34 20 196
92 98 18 20 175
93 23 27 20 257
94 30 19 20 153
95 3 21 20 208
96 87 86 20 204
97 83 43 20 242
98 45 58 20 262
99 8 76 20 269
