3 100 100 100
0 1 62 20 151
1 95 28 20 172
2 60 38 20 169
3 68 5 20 187
4 67 87 20 192
5 66 22 20 194
6 26 67 20 153
7 81 73 20 199
8 26 89 20 205
9 71 74 20 202
10 45 41 20 168
11 92 45 20 214
12 90 36 20 147
13 99 48 20 168
14 18 58 20 181
15 69 38 20 179
16 35 36 20 180
17 56 98 20 205
18 27 34 20 141
19 7 94 20 218
20 45 61 20 219
21 85 19 20 146
22 76 95 20 213
23 71 38 20 133
24 97 20 20 167
25 60 58 20 220
26 16 1 20 159
27 24 5 20 178
28 38 40 20 164
29 25 16 20 186
30 47 18 20 105
31 2 30 20 206
32 67 37 20 171
33 69 1 20 161
34 59 39 20 181
35 5 17 20 84
36 1 8 20 174
37 89 91 20 220
38 32 56 20 176
39 25 18 20 141
40 75 76 20 176
41 22 56 20 198
42 61 63 20 186
43 5 63 20 200
44 56 2 20 150
45 25 88 20 173
46 71 58 20 179
47 1 14 20 209
48 80 98 20 213
49 86 57 20 180
50 87 91 20 198
51 98 21 20 171
52 72 47 20 175
53 67 65 20 211
54 85 31 20 163
55 90 72 20 231
56 13 10 20 185
57 19 38 20 137
58 45 40 20 160
59 38 38 20 162
60 34 84 20 186
61 1 73 20 212
62 78 32 20 193
63 58 71 20 171
64 80 39 20 225
65 68 10 20 170
66 35 52 20 168
67 41 6 20 124
68 47 4 20 142
69 9 37 20 184
70 76 82 20 217
71 27 92 20 212
72 43 91 20 201
73 22 83 20 209
74 91 54 20 184
75 64 99 20 207
76 61 60 20 169
77 3 45 20 167
78 73 30 20 203
79 64 84 20 201
80 78 95 20 225
81 97 35 20 216
82 79 50 20 174
83 46 85 20 207
84 76 73 20 169
85 37 10 20 193
86 84 63 20 220
87 64 27 20 167
88 21 20 20 144
89 4 19 20 175
90 19 63 20 233
91 91 69 20 191
92 29 95 20 202
93 77 77 20 186
94 39 95 20 189
95 68 54 20 190
96 29 19 20 175
97 23 42 20 213
98 73 59 20 177
99 55 34 20 205
