7 100 100 100
0 73 2 20 260
1 62 42 20 260
2 38 48 20 162
3 55 34 20 260
4 94 81 20 260
5 99 97 20 260
6 84 8 20 160
7 46 87 20 260
8 88 58 20 243
9 64 94 20 209
10 61 40 20 210
11 89 76 20 222
12 54 42 20 128
13 56 20 20 146
14 76 96 20 221
15 26 26 20 260
16 52 99 20 178
17 1 8 20 152
18 4 33 20 191
19 36 78 20 260
20 25 51 20 260
21 54 18 20 260
22 49 84 20 226
23 83 73 20 184
24 39 10 20 260
25 33 26 20 260
26 96 48 20 260
27 86 37 20 152
28 83 72 20 260
29 44 60 20 162
30 80 59 20 171
31 38 49 20 159
32 62 87 20 260
33 1 36 20 192
34 1 62 20 187
35 79 20 20 260
36 97 28 20 184
37 59 30 20 260
38 69 95 20 190
39 71 47 20 217
40 6 47 20 202
41 48 14 20 133
42 3 42 20 222
43 41 89 20 188
44 86 74 20 204
45 51 88 20 205
46 90 89 20 260
47 15 66 20 186
48 69 54 20 260
49 0 21 20 196
50 88 21 20 260
51 81 96 20 260
52 5 1 20 260
53 41 20 20 260
54 57 83 20 260
55 43 3 20 260
56 48 44 20 186
57 49 58 20 260
58 2 96 20 260
59 3 22 20 260
60 24 14 20 191
61 60 86 20 260
62 32 32 20 260
63 74 36 20 260
64 94 31 20 260
65 8 8 20 175
66 61 8 20 148
67 93 75 20 224
68 86 6 20 260
69 39 54 20 260
70 23 3 20 210
71 34 3 20 260
72 3 14 20 260
73 68 93 20 195
74 98 40 20 201
75 66 64 20 260
76 9 92 20 260
77 81 28 20 260
78 36 77 20 202
79 26 83 20 234
80 52 91 20 177
81 99 33 20 191
82 76 93 20 260
83 60 52 20 260
84 19 94 20 260
85 71 90 20 192
86 29 91 20 211
87 60 54 20 260
88 88 69 20 233
89 72 8 20 260
90 97 60 20 260
91 13 97 20 201
92 56 35 20 260
93 80 35 20 260
94 25 45 20 260
95 24 19 20 169
96 81 17 20 260
97 26 40 20 147
98 13 42 20 169
99 21 31 20 260
