7 100 100 100
0 62 57 20 265
1 92 78 20 265
2 14 62 20 265
3 59 92 20 265
4 7 45 20 196
5 96 97 20 265
6 85 61 20 265
7 65 69 20 199
8 50 75 20 173
9 5 60 20 265
10 24 16 20 157
11 57 37 20 155
12 46 28 20 150
13 37 63 20 213
14 37 64 20 265
15 78 54 20 196
16 64 58 20 265
17 6 67 20 265
18 63 84 20 180
19 44 37 20 167
20 82 16 20 265
21 45 42 20 133
22 75 96 20 194
23 4 27 20 222
24 4 85 20 265
25 59 24 20 265
26 78 26 20 190
27 2 31 20 176
28 75 91 20 205
29 1 14 20 180
30 15 1 20 148
31 10 89 20 265
32 47 25 20 121
33 1 90 20 244
34 51 12 20 265
35 62 5 20 265
36 35 13 20 170
37 97 16 20 224
38 37 35 20 265
39 31 0 20 265
40 73 83 20 265
41 8 18 20 265
42 89 42 20 265
43 13 28 20 166
44 20 43 20 171
45 66 13 20 265
46 43 19 20 188
47 38 52 20 181
48 56 19 20 265
49 58 38 20 265
50 39 91 20 265
51 7 66 20 265
52 30 62 20 171
53 47 53 20 183
54 91 33 20 216
55 48 3 20 265
56 10 37 20 265
57 69 40 20 200
58 90 10 20 265
59 46 66 20 265
60 82 53 20 265
61 71 8 20 137
62 61 91 20 265
63 28 76 20 217
64 37 6 20 130
65 16 15 20 166
66 42 13 20 265
67 8 85 20 242
68 11 5 20 265
69 24 4 20 181
70 35 83 20 265
71 73 53 20 117
72 33 19 20 156
73 54 17 20 265
74 77 10 20 215
75 25 35 20 188
76 51 39 20 170
77 56 24 20 101
78 7 24 20 265
79 30 29 20 265
80 32 15 20 265
81 36 93 20 265
82 65 61 20 216
83 13 77 20 265
84 90 76 20 202
85 23 5 20 265
86 27 53 20 215
87 80 62 20 265
88 56 60 20 210
89 46 70 20 265
90 73 47 20 265
91 81 84 20 219
92 45 7 20 133
93 86 76 20 265
94 47 91 20 265
95 82 99 20 265
96 8 27 20 160
97 33 80 20 265
98 16 32 20 265
99 75 20 20 265
