5 100 100 100
0 5 25 20 270
1 79 26 20 158
2 34 76 20 206
3 56 51 20 270
4 9 28 20 270
5 2 6 20 179
6 57 33 20 270
7 7 54 20 270
8 57 69 20 154
9 66 32 20 270
10 16 98 20 270
11 16 72 20 270
12 44 98 20 175
13 33 73 20 270
14 45 18 20 190
15 7 35 20 189
16 72 75 20 150
17 98 95 20 226
18 87 71 20 127
19 24 62 20 183
20 51 16 20 148
21 59 62 20 270
22 17 31 20 270
23 60 98 20 270
24 59 84 20 270
25 84 5 20 270
26 26 74 20 270
27 51 27 20 262
28 74 49 20 147
29 62 0 20 61
30 26 8 20 270
31 84 94 20 270
32 26 11 20 270
33 72 62 20 205
34 27 14 20 270
35 19 54 20 270
36 24 24 20 142
37 97 18 20 169
38 92 62 20 191
39 91 97 20 253
40 57 98 20 270
41 55 59 20 144
42 89 97 20 191
43 11 73 20 270
44 32 98 20 201
45 69 81 20 131
46 72 26 20 142
47 16 81 20 270
48 84 49 20 218
49 53 79 20 221
50 85 29 20 270
51 25 99 20 218
52 68 91 20 238
53 58 17 20 270
54 18 71 20 237
55 49 57 20 170
56 6 69 20 195
57 74 89 20 270
58 67 6 20 270
59 81 34 20 270
60 90 92 20 270
61 17 99 20 253
62 87 87 20 270
63 19 72 20 226
64 41 49 20 165
65 81 47 20 270
66 45 65 20 213
67 63 73 20 270
68 19 5 20 130
69 63 39 20 101
70 31 89 20 270
71 1 99 20 270
72 83 32 20 270
73 87 39 20 270
74 26 30 20 270
75 44 86 20 270
76 54 43 20 191
77 40 71 20 270
78 79 36 20 270
79 92 67 20 209
80 72 48 20 270
81 56 69 20 161
82 99 42 20 270
83 12 84 20 225
84 0 30 20 270
85 93 97 20 270
86 48 6 20 133
87 73 64 20 174
88 32 15 20 162
89 77 14 20 270
90 61 25 20 152
91 44 57 20 270
92 30 24 20 270
93 29 16 20 270
94 96 61 20 202
95 48 17 20 134
96 70 70 20 270
97 20 92 20 270
98 81 88 20 204
99 33 98 20 177
