5 100 100 100
0 38 97 20 160
1 56 0 20 162
2 66 74 20 209
3 77 49 20 211
4 28 56 20 147
5 9 38 20 189
6 85 47 20 206
7 53 27 20 116
8 9 27 20 152
9 79 95 20 196
10 56 37 20 143
11 16 6 20 159
12 80 7 20 164
13 15 66 20 203
14 19 67 20 205
15 72 85 20 221
16 75 6 20 159
17 17 33 20 178
18 65 68 20 166
19 60 31 20 155
20 75 12 20 110
21 6 55 20 209
22 84 29 20 182
23 12 32 20 175
24 78 1 20 136
25 69 48 20 179
26 99 75 20 241
27 76 82 20 186
28 97 88 20 202
29 16 63 20 211
30 89 74 20 192
31 1 77 20 180
32 59 1 20 192
33 58 27 20 192
34 17 51 20 196
35 13 23 20 158
36 85 3 20 172
37 63 57 20 255
38 37 19 20 134
39 82 72 20 183
40 30 34 20 206
41 45 99 20 184
42 45 65 20 206
43 23 78 20 210
44 23 25 20 167
45 87 64 20 194
46 71 79 20 182
47 24 89 20 190
48 26 57 20 200
49 37 21 20 136
50 98 13 20 191
51 12 92 20 193
52 44 24 20 192
53 96 93 20 225
54 33 7 20 145
55 78 2 20 138
56 12 26 20 149
57 77 62 20 186
58 74 95 20 209
59 26 37 20 210
60 10 55 20 154
61 19 73 20 211
62 17 29 20 194
63 86 82 20 180
64 31 67 20 133
65 19 41 20 158
66 60 68 20 200
67 56 74 20 217
68 18 20 20 134
69 81 60 20 207
70 54 63 20 213
71 12 58 20 163
72 50 90 20 177
73 38 3 20 167
74 87 97 20 217
75 32 95 20 192
76 64 54 20 169
77 29 9 20 140
78 31 7 20 182
79 21 62 20 164
80 67 86 20 204
81 20 53 20 186
82 4 30 20 102
83 81 9 20 146
84 19 86 20 166
85 50 35 20 128
86 42 42 20 139
87 33 0 20 131
88 56 6 20 186
89 64 39 20 174
90 50 47 20 141
91 73 5 20 152
92 83 53 20 232
93 70 30 20 168
94 66 91 20 162
95 29 35 20 119
96 5 19 20 185
97 24 13 20 154
98 88 49 20 194
99 84 74 20 200
