7 100 100 100
0 97 9 20 265
1 54 89 20 204
2 52 48 20 166
3 25 94 20 218
4 30 63 20 265
5 81 12 20 265
6 87 41 20 265
7 17 17 20 204
8 97 16 20 265
9 12 45 20 265
10 32 80 20 265
11 43 26 20 265
12 17 21 20 265
13 93 39 20 265
14 54 19 20 265
15 73 85 20 211
16 88 14 20 265
17 59 17 20 169
18 33 10 20 212
19 98 26 20 265
20 14 9 20 265
21 94 67 20 265
22 66 9 20 265
23 6 9 20 200
24 57 62 20 265
25 86 58 20 265
26 31 35 20 265
27 48 87 20 265
28 95 21 20 265
29 20 96 20 265
30 64 76 20 265
31 41 41 20 226
32 13 70 20 265
33 30 22 20 265
34 7 47 20 265
35 3 32 20 265
36 12 51 20 265
37 45 27 20 265
38 81 24 20 265
39 77 55 20 168
40 79 0 20 265
41 6 95 20 265
42 92 19 20 265
43 14 15 20 265
44 14 37 20 265
45 76 73 20 265
46 6 42 20 240
47 83 3 20 265
48 3 27 20 265
49 26 24 20 265
50 64 95 20 265
51 19 35 20 265
52 76 96 20 265
53 67 54 20 265
54 9 15 20 265
55 41 9 20 265
56 49 70 20 265
57 75 91 20 265
58 46 15 20 265
59 38 46 20 265
60 28 63 20 265
61 52 71 20 265
62 5 2 20 265
63 61 9 20 265
64 1 91 20 265
65 83 83 20 265
66 8 69 20 265
67 96 45 20 182
68 62 83 20 265
69 35 55 20 199
70 94 69 20 265
71 90 21 20 162
72 50 24 20 242
73 2 63 20 183
74 90 84 20 265
75 24 86 20 258
76 59 50 20 265
77 77 5 20 265
78 4 28 20 265
79 62 37 20 209
80 65 49 20 160
81 66 83 20 198
82 21 69 20 265
83 64 60 20 265
84 30 66 20 265
85 41 27 20 265
86 35 83 20 265
87 51 44 20 265
88 18 54 20 221
89 13 41 20 265
90 48 85 20 200
91 44 17 20 178
92 54 26 20 163
93 62 11 20 265
94 45 99 20 265
95 69 76 20 265
96 75 52 20 265
97 39 85 20 195
98 85 20 20 265
99 69 92 20 265
