2 100 100 100
0 24 92 20 202
1 63 69 20 214
2 15 26 20 156
3 83 0 20 210
4 47 87 20 212
5 40 46 20 165
6 67 94 20 210
7 46 91 20 199
8 43 51 20 158
9 80 54 20 195
10 59 30 20 121
11 83 62 20 183
12 44 46 20 142
13 32 50 20 138
14 36 30 20 214
15 71 44 20 176
16 9 99 20 213
17 23 8 20 207
18 28 62 20 145
19 69 88 20 205
20 76 62 20 202
21 48 67 20 180
22 98 37 20 207
23 32 9 20 186
24 98 98 20 215
25 4 42 20 165
26 7 78 20 231
27 14 59 20 211
28 47 91 20 202
29 41 66 20 216
30 43 22 20 140
31 82 32 20 169
32 58 73 20 210
33 68 74 20 193
34 86 7 20 166
35 34 30 20 224
36 91 89 20 215
37 16 24 20 124
38 99 13 20 172
39 29 93 20 175
40 42 4 20 123
41 71 19 20 195
42 83 21 20 177
43 94 19 20 171
44 58 49 20 181
45 59 96 20 192
46 62 24 20 98
47 2 25 20 157
48 39 98 20 162
49 23 15 20 190
50 0 45 20 171
51 41 97 20 158
52 86 11 20 177
53 57 9 20 153
54 5 96 20 199
55 45 76 20 197
56 77 40 20 155
57 10 97 20 210
58 29 11 20 153
59 41 18 20 123
60 36 37 20 170
61 46 48 20 134
62 0 93 20 209
63 55 7 20 181
64 8 85 20 211
65 51 35 20 109
66 15 97 20 182
67 70 17 20 157
68 35 85 20 167
69 66 53 20 161
70 45 97 20 162
71 84 25 20 177
72 62 92 20 213
73 49 23 20 175
74 90 53 20 214
75 9 41 20 131
76 37 23 20 144
77 17 46 20 193
78 51 34 20 185
79 29 52 20 173
80 10 51 20 195
81 12 61 20 193
82 95 73 20 198
83 41 75 20 217
84 70 75 20 199
85 92 78 20 215
86 87 52 20 179
87 18 60 20 180
88 73 85 20 209
89 7 99 20 200
90 98 29 20 174
91 68 43 20 175
92 98 66 20 236
93 96 14 20 180
94 25 44 20 184
95 0 66 20 158
96 0 96 20 193
97 68 31 20 214
98 28 51 20 165
99 46 15 20 137
