2 100 100 100
0 69 88 20 250
1 0 45 20 250
2 38 31 20 250
3 92 64 20 250
4 29 38 20 250
5 93 43 20 250
6 12 67 20 250
7 91 94 20 250
8 35 30 20 250
9 84 88 20 209
10 49 20 20 250
11 85 64 20 185
12 24 71 20 169
13 58 69 20 250
14 20 56 20 250
15 43 55 20 250
16 26 66 20 179
17 79 98 20 250
18 98 28 20 250
19 53 1 20 250
20 84 67 20 200
21 71 18 20 250
22 55 6 20 250
23 91 9 20 250
24 60 11 20 150
25 18 66 20 250
26 97 23 20 250
27 79 79 20 250
28 95 93 20 250
29 97 51 20 250
30 23 15 20 186
31 85 46 20 161
32 81 46 20 250
33 98 27 20 250
34 7 81 20 250
35 23 81 20 209
36 96 71 20 210
37 99 21 20 250
38 92 38 20 162
39 16 67 20 250
40 73 83 20 250
41 66 79 20 250
42 60 80 20 250
43 40 72 20 250
44 82 3 20 250
45 54 41 20 250
46 47 78 20 250
47 14 84 20 250
48 64 12 20 250
49 20 1 20 250
50 85 95 20 211
51 16 79 20 177
52 18 9 20 139
53 75 66 20 250
54 35 4 20 250
55 86 53 20 250
56 3 12 20 250
57 76 6 20 250
58 70 43 20 165
59 32 5 20 250
60 4 47 20 182
61 18 82 20 250
62 46 40 20 203
63 70 99 20 250
64 87 68 20 220
65 14 54 20 250
66 24 13 20 250
67 50 71 20 203
68 85 79 20 250
69 31 59 20 250
70 24 79 20 250
71 90 94 20 250
72 49 88 20 250
73 48 7 20 250
74 71 85 20 197
75 73 90 20 250
76 5 47 20 250
77 60 45 20 192
78 82 13 20 250
79 94 60 20 250
80 11 78 20 250
81 36 96 20 250
82 96 16 20 154
83 42 27 20 250
84 61 10 20 250
85 11 84 20 208
86 23 79 20 250
87 68 88 20 189
88 81 94 20 250
89 59 57 20 250
90 65 28 20 250
91 42 37 20 250
92 54 56 20 250
93 85 18 20 250
94 45 47 20 250
95 4 6 20 250
96 82 70 20 167
97 49 63 20 250
98 71 73 20 250
99 68 39 20 250
