5 100 100 100
0 61 49 20 250
1 3 39 20 152
2 89 12 20 125
3 92 76 20 250
4 69 79 20 170
5 46 68 20 250
6 15 86 20 183
7 82 3 20 250
8 46 71 20 150
9 62 1 20 99
10 80 74 20 184
11 78 67 20 175
12 51 87 20 250
13 50 24 20 78
14 88 9 20 175
15 26 87 20 211
16 87 19 20 135
17 85 30 20 250
18 79 39 20 168
19 36 81 20 197
20 25 32 20 194
21 92 89 20 196
22 97 93 20 186
23 60 37 20 250
24 73 13 20 108
25 31 78 20 170
26 92 58 20 180
27 77 59 20 250
28 34 12 20 250
29 16 7 20 182
30 61 75 20 191
31 90 59 20 250
32 96 53 20 250
33 9 65 20 214
34 60 66 20 250
35 36 0 20 115
36 37 79 20 197
37 53 99 20 215
38 87 42 20 149
39 91 44 20 176
40 78 92 20 199
41 3 9 20 169
42 35 72 20 189
43 79 9 20 167
44 44 80 20 191
45 12 18 20 184
46 67 99 20 250
47 45 47 20 250
48 17 14 20 188
49 47 53 20 250
50 46 13 20 165
51 52 56 20 170
52 6 57 20 213
53 32 19 20 125
54 87 35 20 250
55 60 34 20 145
56 16 36 20 188
57 55 19 20 250
58 70 76 20 180
59 38 59 20 184
60 33 50 20 213
61 20 40 20 183
62 14 26 20 157
63 15 23 20 159
64 97 42 20 250
65 90 30 20 179
66 59 95 20 167
67 84 12 20 194
68 3 88 20 198
69 66 84 20 223
70 38 53 20 132
71 57 85 20 250
72 71 49 20 105
73 99 59 20 177
74 0 78 20 195
75 36 84 20 172
76 43 14 20 250
77 73 65 20 250
78 54 64 20 250
79 8 75 20 188
80 16 46 20 233
81 27 43 20 177
82 85 82 20 250
83 16 66 20 229
84 76 19 20 250
85 98 7 20 173
86 39 12 20 109
87 12 15 20 165
88 96 84 20 194
89 62 82 20 197
90 63 2 20 111
91 36 7 20 207
92 32 41 20 192
93 58 94 20 182
94 83 21 20 250
95 53 40 20 180
96 31 56 20 173
97 6 21 20 161
98 45 56 20 143
99 89 37 20 159
