2 100 100 100
0 95 35 20 200
1 86 52 20 250
2 27 47 20 250
3 88 10 20 250
4 78 37 20 250
5 51 49 20 250
6 25 85 20 250
7 45 81 20 210
8 41 40 20 200
9 77 7 20 156
10 9 94 20 250
11 26 87 20 197
12 43 44 20 250
13 11 80 20 186
14 21 50 20 250
15 9 25 20 140
16 77 97 20 211
17 2 32 20 250
18 80 90 20 250
19 73 98 20 196
20 28 59 20 250
21 52 27 20 155
22 75 64 20 223
23 93 66 20 223
24 77 56 20 250
25 42 20 20 250
26 93 94 20 212
27 92 38 20 210
28 56 55 20 250
29 29 82 20 250
30 36 3 20 250
31 62 25 20 203
32 91 61 20 250
33 12 59 20 159
34 73 11 20 250
35 69 30 20 250
36 8 19 20 158
37 67 72 20 223
38 15 4 20 250
39 1 81 20 250
40 6 97 20 213
41 90 34 20 196
42 20 33 20 250
43 57 37 20 250
44 8 31 20 209
45 95 33 20 171
46 66 64 20 250
47 25 76 20 250
48 94 7 20 207
49 47 80 20 178
50 54 9 20 250
51 50 76 20 250
52 89 60 20 202
53 5 94 20 195
54 5 91 20 199
55 99 82 20 250
56 58 11 20 199
57 85 61 20 250
58 93 31 20 189
59 55 67 20 158
60 28 69 20 250
61 62 14 20 250
62 80 65 20 250
63 64 5 20 250
64 49 57 20 250
65 36 85 20 153
66 5 77 20 178
67 49 60 20 250
68 20 28 20 181
69 70 75 20 250
70 48 59 20 250
71 64 54 20 250
72 44 32 20 127
73 22 17 20 149
74 9 57 20 250
75 10 92 20 212
76 45 33 20 250
77 22 23 20 141
78 4 89 20 202
79 76 13 20 189
80 90 76 20 250
81 0 25 20 141
82 35 0 20 146
83 67 56 20 195
84 9 93 20 184
85 21 22 20 250
86 57 0 20 134
87 93 67 20 250
88 66 97 20 250
89 65 9 20 189
90 71 26 20 158
91 52 93 20 250
92 81 78 20 250
93 86 66 20 226
94 27 31 20 157
95 21 91 20 250
96 84 71 20 175
97 10 59 20 250
98 32 3 20 250
99 7 90 20 172
