3 100 100 100
0 19 99 20 250
1 28 57 20 250
2 70 79 20 250
3 50 85 20 195
4 77 6 20 250
5 38 10 20 250
6 45 5 20 250
7 13 3 20 250
8 43 24 20 250
9 8 91 20 250
10 19 8 20 94
11 81 55 20 250
12 26 97 20 250
13 86 38 20 250
14 55 3 20 198
15 4 20 20 164
16 7 87 20 188
17 68 92 20 191
18 19 74 20 250
19 85 56 20 250
20 59 57 20 250
21 79 86 20 201
22 88 7 20 158
23 87 63 20 250
24 54 8 20 250
25 73 56 20 250
26 77 92 20 209
27 99 18 20 250
28 94 97 20 250
29 19 29 20 168
30 83 79 20 198
31 44 21 20 250
32 87 92 20 250
33 34 36 20 250
34 43 28 20 250
35 80 24 20 250
36 6 30 20 250
37 52 84 20 250
38 44 89 20 250
39 62 54 20 250
40 56 88 20 189
41 97 1 20 250
42 36 17 20 250
43 79 13 20 171
44 78 82 20 180
45 96 43 20 250
46 63 55 20 250
47 40 60 20 250
48 25 90 20 250
49 71 36 20 250
50 23 69 20 250
51 80 55 20 250
52 39 0 20 94
53 69 79 20 250
54 14 0 20 250
55 89 44 20 200
56 57 28 20 250
57 25 14 20 250
58 26 91 20 250
59 26 71 20 250
60 10 38 20 250
61 29 55 20 250
62 45 82 20 250
63 67 61 20 250
64 26 88 20 250
65 94 7 20 250
66 10 5 20 250
67 96 47 20 250
68 8 51 20 250
69 43 96 20 250
70 91 65 20 198
71 54 72 20 250
72 31 7 20 250
73 4 19 20 250
74 91 10 20 250
75 79 90 20 209
76 84 11 20 250
77 2 74 20 250
78 26 77 20 250
79 8 56 20 250
80 65 80 20 250
81 65 83 20 199
82 18 38 20 250
83 67 36 20 162
84 37 57 20 250
85 53 16 20 250
86 18 16 20 250
87 82 53 20 190
88 4 90 20 204
89 8 55 20 250
90 24 26 20 250
91 18 49 20 148
92 98 45 20 250
93 62 78 20 250
94 75 98 20 250
95 99 82 20 250
96 95 82 20 250
97 54 67 20 164
98 49 47 20 167
99 55 77 20 250
