7 100 100 100
0 15 97 20 260
1 27 46 20 172
2 19 18 20 217
3 66 10 20 168
4 63 94 20 208
5 73 87 20 184
6 2 47 20 218
7 17 1 20 126
8 29 18 20 256
9 27 29 20 181
10 23 63 20 195
11 20 26 20 182
12 86 94 20 184
13 10 12 20 157
14 29 43 20 212
15 19 90 20 193
16 83 45 20 199
17 24 92 20 183
18 40 49 20 195
19 77 0 20 131
20 2 7 20 199
21 0 14 20 165
22 46 81 20 206
23 63 91 20 195
24 61 84 20 214
25 83 42 20 139
26 76 93 20 198
27 51 58 20 206
28 36 97 20 250
29 99 61 20 206
30 79 22 20 121
31 76 91 20 228
32 64 45 20 166
33 73 68 20 204
34 25 88 20 216
35 14 55 20 244
36 60 88 20 207
37 36 74 20 163
38 27 69 20 176
39 40 35 20 159
40 89 19 20 198
41 78 14 20 164
42 3 42 20 209
43 60 66 20 213
44 12 22 20 170
45 95 70 20 206
46 65 20 20 154
47 58 60 20 202
48 64 24 20 164
49 30 16 20 189
50 23 95 20 205
51 39 80 20 220
52 97 83 20 217
53 33 65 20 154
54 70 38 20 153
55 33 50 20 156
56 25 4 20 141
57 59 48 20 169
58 48 37 20 201
59 21 93 20 198
60 44 70 20 191
61 15 35 20 160
62 70 49 20 230
63 43 57 20 109
64 53 76 20 199
65 55 70 20 212
66 65 83 20 219
67 61 86 20 222
68 93 90 20 212
69 7 13 20 186
70 86 1 20 108
71 2 23 20 198
72 69 11 20 157
73 41 78 20 196
74 8 14 20 255
75 15 95 20 243
76 32 13 20 196
77 73 20 20 180
78 14 38 20 187
79 5 51 20 210
80 16 99 20 217
81 96 65 20 181
82 55 39 20 179
83 67 54 20 163
84 0 69 20 243
85 87 4 20 214
86 92 8 20 189
87 78 31 20 183
88 89 12 20 128
89 34 19 20 145
90 70 94 20 179
91 45 81 20 200
92 26 27 20 179
93 7 65 20 217
94 70 2 20 134
95 8 86 20 214
96 34 38 20 180
97 30 68 20 189
98 18 95 20 199
99 35 71 20 204
