2 100 100 100
0 90 55 20 132
1 66 6 20 169
2 14 4 20 154
3 63 78 20 201
4 61 16 20 182
5 31 79 20 189
6 20 11 20 139
7 13 95 20 197
8 32 59 20 163
9 28 72 20 196
10 76 31 20 133
11 2 75 20 214
12 36 35 20 199
13 67 25 20 163
14 3 71 20 227
15 89 89 20 212
16 54 97 20 200
17 30 62 20 174
18 92 1 20 173
19 72 27 20 167
20 74 61 20 197
21 94 18 20 168
22 96 74 20 207
23 91 15 20 195
24 3 30 20 207
25 16 16 20 199
26 34 95 20 188
27 72 74 20 125
28 48 28 20 104
29 91 34 20 148
30 76 23 20 208
31 25 41 20 172
32 27 51 20 208
33 32 65 20 165
34 80 21 20 198
35 32 98 20 212
36 89 39 20 218
37 72 30 20 175
38 19 52 20 183
39 98 6 20 154
40 32 31 20 155
41 25 45 20 139
42 72 47 20 149
43 11 82 20 211
44 28 68 20 140
45 93 6 20 145
46 41 44 20 151
47 55 83 20 145
48 6 45 20 194
49 44 41 20 161
50 89 94 20 217
51 91 20 20 160
52 67 41 20 237
53 14 83 20 187
54 0 81 20 203
55 96 36 20 176
56 77 58 20 246
57 50 92 20 191
58 42 55 20 187
59 23 74 20 178
60 96 30 20 165
61 80 48 20 139
62 51 63 20 209
63 27 87 20 190
64 78 66 20 172
65 72 77 20 157
66 40 74 20 167
67 98 8 20 153
68 83 77 20 163
69 52 33 20 173
70 68 42 20 171
71 43 54 20 233
72 33 75 20 182
73 96 21 20 155
74 11 75 20 193
75 64 71 20 142
76 13 55 20 164
77 21 50 20 206
78 6 58 20 224
79 97 88 20 169
80 79 51 20 178
81 21 20 20 192
82 25 96 20 195
83 31 2 20 113
84 97 53 20 169
85 9 27 20 193
86 79 62 20 119
87 65 35 20 154
88 69 1 20 154
89 91 68 20 182
90 0 44 20 213
91 86 84 20 146
92 86 11 20 184
93 15 83 20 199
94 86 23 20 188
95 9 42 20 226
96 26 96 20 235
97 26 16 20 206
98 83 36 20 204
99 15 87 20 206
