7 100 100 100
0 13 33 20 260
1 40 20 20 186
2 21 72 20 170
3 58 3 20 151
4 83 24 20 129
5 57 48 20 260
6 22 51 20 260
7 49 0 20 124
8 24 31 20 134
9 84 87 20 235
10 30 80 20 176
11 83 29 20 186
12 86 84 20 260
13 63 34 20 260
14 24 26 20 260
15 27 55 20 260
16 40 55 20 159
17 42 47 20 186
18 18 86 20 193
19 73 53 20 260
20 32 99 20 206
21 2 63 20 191
22 81 87 20 206
23 48 12 20 156
24 75 70 20 192
25 66 99 20 198
26 18 25 20 165
27 28 72 20 210
28 33 99 20 212
29 62 97 20 211
30 18 95 20 237
31 28 6 20 86
32 30 69 20 199
33 19 61 20 213
34 23 58 20 205
35 73 81 20 260
36 89 78 20 208
37 0 10 20 157
38 40 26 20 260
39 73 7 20 120
40 68 34 20 135
41 47 24 20 143
42 92 89 20 216
43 8 79 20 197
44 85 23 20 171
45 92 25 20 165
46 55 73 20 260
47 1 73 20 212
48 22 29 20 221
49 28 50 20 188
50 95 76 20 197
51 41 39 20 260
52 61 61 20 145
53 3 85 20 201
54 56 95 20 260
55 39 68 20 161
56 37 68 20 231
57 58 94 20 186
58 31 58 20 210
59 30 18 20 187
60 87 58 20 260
61 29 84 20 173
62 34 19 20 157
63 74 50 20 137
64 85 96 20 225
65 90 47 20 219
66 82 0 20 168
67 62 20 20 195
68 98 53 20 192
69 63 97 20 260
70 39 11 20 260
71 58 21 20 154
72 79 34 20 156
73 95 78 20 260
74 60 9 20 260
75 71 52 20 260
76 83 71 20 210
77 45 58 20 260
78 95 98 20 207
79 18 24 20 199
80 71 15 20 260
81 23 11 20 222
82 1 5 20 175
83 32 2 20 189
84 38 20 20 202
85 60 77 20 176
86 75 62 20 175
87 48 69 20 132
88 17 46 20 154
89 34 40 20 260
90 21 69 20 202
91 86 46 20 208
92 84 2 20 182
93 16 97 20 260
94 43 9 20 109
95 73 14 20 260
96 95 61 20 212
97 41 43 20 260
98 78 48 20 180
99 34 93 20 202
