7 100 100 100
0 19 91 20 313
1 0 35 20 348
2 87 17 20 291
3 63 67 20 241
4 45 80 20 316
5 30 82 20 370
6 82 77 20 262
7 97 88 20 271
8 27 78 20 409
9 17 67 20 363
10 80 12 20 464
11 29 71 20 348
12 44 57 20 244
13 88 52 20 330
14 50 12 20 202
15 52 11 20 222
16 82 33 20 267
17 79 61 20 339
18 64 84 20 287
19 40 55 20 338
20 73 42 20 227
21 93 79 20 334
22 44 55 20 344
23 86 13 20 353
24 77 1 20 344
25 79 54 20 369
26 32 41 20 320
27 73 49 20 309
28 59 44 20 245
29 61 19 20 160
30 97 40 20 431
31 51 29 20 351
32 42 25 20 337
33 93 34 20 269
34 68 85 20 417
35 81 64 20 357
36 83 27 20 306
37 55 33 20 237
38 58 36 20 259
39 84 61 20 300
40 94 47 20 268
41 49 5 20 289
42 13 63 20 396
43 64 52 20 425
44 82 76 20 353
45 5 90 20 271
46 25 90 20 441
47 85 2 20 430
48 21 9 20 257
49 14 68 20 402
50 74 87 20 140
51 53 39 20 284
52 72 90 20 358
53 71 16 20 340
54 0 31 20 279
55 13 85 20 272
56 19 62 20 471
57 54 80 20 261
58 26 45 20 299
59 92 57 20 277
60 92 42 20 310
61 0 45 20 358
62 48 10 20 414
63 34 12 20 228
64 27 53 20 267
65 40 41 20 305
66 1 63 20 235
67 99 4 20 295
68 62 32 20 181
69 90 50 20 379
70 17 48 20 200
71 11 10 20 345
72 34 16 20 395
73 99 14 20 199
74 4 39 20 311
75 39 30 20 420
76 58 70 20 259
77 27 31 20 368
78 67 14 20 219
79 2 21 20 350
80 64 86 20 360
81 36 98 20 403
82 29 76 20 342
83 15 23 20 205
84 81 11 20 342
85 40 80 20 419
86 40 87 20 400
87 69 40 20 213
88 57 64 20 415
89 66 88 20 293
90 77 90 20 317
91 68 0 20 269
92 11 66 20 212
93 6 74 20 347
94 97 87 20 325
95 3 90 20 383
96 39 16 20 303
97 62 94 20 420
98 39 18 20 304
99 86 37 20 176
