7 100 100 100
0 54 46 20 520
1 65 9 20 352
2 83 49 20 520
3 92 15 20 520
4 30 1 20 520
5 42 70 20 520
6 70 45 20 280
7 26 49 20 520
8 97 16 20 520
9 69 59 20 520
10 81 81 20 520
11 74 47 20 240
12 19 20 20 520
13 72 64 20 520
14 17 45 20 520
15 46 10 20 520
16 97 20 20 520
17 55 27 20 520
18 89 23 20 520
19 85 63 20 380
20 78 37 20 520
21 97 23 20 520
22 41 35 20 520
23 45 0 20 520
24 41 69 20 520
25 91 92 20 520
26 10 97 20 520
27 2 26 20 520
28 28 48 20 520
29 14 60 20 520
30 19 36 20 199
31 65 38 20 520
32 47 15 20 520
33 89 74 20 384
34 53 15 20 388
35 30 18 20 296
36 57 38 20 444
37 60 82 20 520
38 80 72 20 520
39 10 47 20 288
40 5 31 20 520
41 78 21 20 520
42 11 35 20 215
43 45 86 20 520
44 10 68 20 520
45 55 96 20 369
46 51 9 20 520
47 64 13 20 520
48 79 91 20 520
49 90 41 20 520
50 13 27 20 380
51 59 1 20 520
52 95 41 20 520
53 51 27 20 520
54 90 22 20 520
55 64 3 20 520
56 66 41 20 298
57 82 81 20 520
58 93 98 20 520
59 50 4 20 264
60 90 39 20 299
61 78 23 20 520
62 81 1 20 520
63 22 39 20 520
64 82 15 20 520
65 11 54 20 520
66 19 2 20 366
67 4 7 20 520
68 33 30 20 520
69 16 26 20 236
70 13 12 20 520
71 11 75 20 520
72 27 85 20 520
73 96 91 20 520
74 28 10 20 520
75 96 39 20 520
76 82 98 20 332
77 80 38 20 520
78 29 30 20 290
79 79 74 20 520
80 39 68 20 520
81 91 67 20 520
82 67 29 20 520
83 30 24 20 520
84 90 44 20 520
85 28 11 20 520
86 23 94 20 279
87 39 11 20 336
88 1 52 20 520
89 96 49 20 520
90 84 92 20 520
91 77 84 20 520
92 61 77 20 520
93 25 26 20 520
94 91 94 20 261
95 67 77 20 302
96 90 34 20 293
97 59 6 20 520
98 95 26 20 520
99 83 41 20 520
