3 100 100 100
0 91 94 20 334
1 30 78 20 328
2 32 58 20 271
3 49 44 20 206
4 60 73 20 393
5 3 28 20 271
6 5 51 20 350
7 25 43 20 250
8 35 80 20 274
9 97 80 20 359
10 87 70 20 192
11 41 23 20 259
12 24 48 20 407
13 29 77 20 366
14 25 40 20 211
15 21 80 20 279
16 62 7 20 242
17 45 15 20 500
18 45 49 20 291
19 86 8 20 274
20 1 76 20 500
21 58 94 20 290
22 79 41 20 257
23 5 93 20 320
24 91 66 20 289
25 72 0 20 500
26 38 55 20 256
27 86 34 20 500
28 26 40 20 296
29 46 30 20 500
30 7 93 20 317
31 51 70 20 281
32 33 25 20 500
33 76 80 20 500
34 47 14 20 500
35 93 78 20 500
36 96 73 20 356
37 66 7 20 159
38 65 94 20 295
39 63 31 20 500
40 59 30 20 126
41 0 77 20 346
42 95 53 20 327
43 56 37 20 500
44 7 44 20 344
45 66 29 20 442
46 91 51 20 316
47 83 37 20 248
48 10 25 20 500
49 59 42 20 190
50 12 12 20 323
51 34 64 20 335
52 70 13 20 192
53 99 44 20 500
54 64 5 20 500
55 33 21 20 342
56 30 14 20 272
57 59 11 20 157
58 37 65 20 348
59 86 2 20 313
60 62 24 20 500
61 0 93 20 347
62 62 53 20 254
63 44 22 20 500
64 29 69 20 500
65 81 79 20 331
66 61 97 20 283
67 70 80 20 250
68 62 22 20 236
69 76 61 20 338
70 92 72 20 207
71 79 47 20 500
72 29 9 20 500
73 54 13 20 226
74 26 2 20 207
75 56 63 20 410
76 52 72 20 222
77 66 47 20 321
78 80 57 20 500
79 47 46 20 421
80 37 24 20 277
81 67 15 20 285
82 46 71 20 393
83 71 24 20 249
84 84 2 20 310
85 94 89 20 500
86 65 25 20 284
87 35 17 20 347
88 43 19 20 500
89 92 11 20 307
90 96 71 20 391
91 46 94 20 291
92 51 69 20 239
93 90 82 20 227
94 53 41 20 265
95 38 91 20 500
96 90 55 20 500
97 17 98 20 500
98 11 62 20 330
99 83 18 20 222
