2 100 100 100
0 74 35 20 510
1 91 3 20 371
2 58 24 20 510
3 28 49 20 510
4 14 20 20 510
5 11 40 20 510
6 36 48 20 510
7 22 98 20 510
8 82 32 20 510
9 11 54 20 510
10 29 69 20 368
11 52 47 20 510
12 47 94 20 510
13 13 10 20 348
14 96 92 20 378
15 30 70 20 510
16 34 52 20 510
17 44 80 20 510
18 21 39 20 510
19 67 8 20 242
20 29 76 20 510
21 70 15 20 510
22 85 46 20 363
23 98 19 20 510
24 66 12 20 510
25 56 25 20 222
26 26 76 20 510
27 25 18 20 510
28 83 12 20 510
29 93 66 20 510
30 2 20 20 510
31 93 2 20 238
32 92 76 20 510
33 83 28 20 273
34 91 85 20 510
35 43 12 20 510
36 28 9 20 510
37 68 9 20 285
38 58 16 20 215
39 13 91 20 510
40 24 6 20 510
41 78 29 20 244
42 3 31 20 510
43 50 20 20 510
44 41 21 20 510
45 62 11 20 510
46 22 41 20 510
47 78 81 20 364
48 73 93 20 510
49 4 45 20 353
50 89 34 20 510
51 78 48 20 510
52 87 86 20 510
53 12 51 20 316
54 55 33 20 510
55 67 79 20 510
56 82 74 20 352
57 99 77 20 510
58 13 62 20 510
59 84 64 20 388
60 5 60 20 510
61 71 2 20 378
62 84 99 20 510
63 39 48 20 510
64 45 21 20 510
65 94 13 20 510
66 25 45 20 510
67 36 18 20 510
68 84 85 20 510
69 56 31 20 302
70 16 46 20 510
71 33 46 20 510
72 84 32 20 510
73 91 90 20 510
74 77 25 20 233
75 82 59 20 510
76 82 39 20 284
77 82 57 20 510
78 77 59 20 510
79 22 35 20 280
80 15 74 20 337
81 70 47 20 510
82 1 30 20 190
83 52 83 20 510
84 74 20 20 510
85 46 6 20 510
86 24 30 20 510
87 14 58 20 510
88 87 24 20 510
89 84 6 20 510
90 69 29 20 510
91 88 41 20 510
92 25 72 20 510
93 77 2 20 510
94 99 24 20 510
95 94 69 20 255
96 28 26 20 510
97 60 51 20 510
98 19 10 20 510
99 33 54 20 510
