2 100 100 100
0 54 65 20 383
1 46 33 20 249
2 81 33 20 384
3 53 47 20 291
4 15 35 20 256
5 46 38 20 278
6 25 29 20 200
7 13 1 20 293
8 70 36 20 227
9 92 45 20 264
10 67 25 20 224
11 5 58 20 379
12 2 60 20 280
13 66 43 20 232
14 85 72 20 334
15 56 79 20 263
16 81 13 20 303
17 8 3 20 406
18 77 96 20 171
19 43 36 20 246
20 17 12 20 366
21 80 7 20 180
22 3 82 20 320
23 12 90 20 211
24 53 59 20 333
25 25 10 20 267
26 21 26 20 238
27 32 23 20 268
28 11 61 20 263
29 98 47 20 206
30 89 30 20 296
31 58 79 20 170
32 17 75 20 423
33 49 85 20 249
34 3 63 20 353
35 75 38 20 334
36 82 84 20 341
37 14 92 20 343
38 74 62 20 293
39 65 95 20 271
40 87 58 20 314
41 19 18 20 411
42 85 68 20 400
43 2 55 20 355
44 8 95 20 418
45 43 63 20 435
46 40 38 20 271
47 16 63 20 289
48 98 16 20 338
49 22 23 20 295
50 97 2 20 265
51 4 21 20 245
52 44 65 20 232
53 44 79 20 274
54 29 15 20 380
55 93 11 20 233
56 40 70 20 393
57 7 3 20 345
58 14 36 20 296
59 39 17 20 247
60 85 39 20 335
61 67 85 20 329
62 44 84 20 329
63 91 55 20 202
64 4 92 20 286
65 69 89 20 278
66 63 87 20 300
67 11 20 20 451
68 8 17 20 386
69 95 31 20 429
70 36 64 20 427
71 39 99 20 314
72 48 31 20 232
73 75 43 20 338
74 93 52 20 317
75 33 66 20 209
76 33 72 20 269
77 17 15 20 255
78 95 25 20 373
79 30 22 20 344
80 87 91 20 251
81 0 7 20 272
82 0 88 20 291
83 16 27 20 217
84 2 73 20 294
85 25 43 20 210
86 88 37 20 221
87 13 6 20 291
88 95 60 20 407
89 85 89 20 305
90 89 46 20 115
91 82 77 20 281
92 50 24 20 341
93 9 16 20 398
94 29 4 20 301
95 62 80 20 266
96 47 84 20 375
97 46 53 20 277
98 48 64 20 277
99 18 84 20 365
