5 100 100 100
0 65 85 20 291
1 92 66 20 268
2 25 51 20 317
3 75 41 20 272
4 99 16 20 373
5 44 0 20 314
6 19 41 20 323
7 57 81 20 383
8 28 79 20 312
9 91 75 20 220
10 13 43 20 396
11 70 10 20 261
12 96 71 20 407
13 71 57 20 386
14 58 73 20 254
15 65 53 20 447
16 64 15 20 129
17 43 18 20 254
18 16 1 20 343
19 85 91 20 411
20 72 49 20 303
21 42 47 20 418
22 56 44 20 282
23 19 63 20 193
24 95 9 20 408
25 82 8 20 255
26 49 31 20 318
27 10 61 20 415
28 4 84 20 330
29 3 74 20 375
30 90 71 20 293
31 94 99 20 198
32 9 2 20 298
33 72 92 20 315
34 18 45 20 336
35 68 8 20 293
36 24 98 20 356
37 18 90 20 328
38 37 52 20 344
39 24 26 20 197
40 53 41 20 313
41 17 24 20 414
42 96 20 20 293
43 74 52 20 298
44 36 35 20 540
45 74 94 20 355
46 79 48 20 303
47 73 66 20 377
48 81 65 20 372
49 36 19 20 302
50 42 43 20 305
51 40 94 20 229
52 28 7 20 364
53 50 30 20 397
54 12 48 20 221
55 61 42 20 243
56 39 66 20 477
57 15 19 20 245
58 47 72 20 343
59 33 8 20 347
60 53 42 20 455
61 35 65 20 314
62 54 37 20 322
63 81 95 20 160
64 24 15 20 461
65 20 61 20 498
66 11 12 20 388
67 92 24 20 235
68 48 76 20 342
69 7 53 20 368
70 92 96 20 306
71 27 13 20 357
72 52 83 20 348
73 90 82 20 225
74 40 85 20 339
75 55 44 20 399
76 56 4 20 150
77 23 25 20 383
78 91 12 20 331
79 28 24 20 453
80 46 1 20 307
81 77 49 20 228
82 96 31 20 291
83 23 55 20 502
84 93 30 20 282
85 5 16 20 386
86 14 50 20 328
87 20 16 20 379
88 31 4 20 290
89 67 82 20 259
90 86 84 20 220
91 34 66 20 261
92 6 3 20 435
93 51 61 20 347
94 8 86 20 342
95 26 6 20 289
96 85 22 20 346
97 74 76 20 208
98 44 88 20 251
99 39 70 20 395
