3 100 100 100
0 17 68 20 340
1 73 62 20 500
2 25 85 20 500
3 27 61 20 273
4 0 20 20 288
5 71 45 20 446
6 15 81 20 500
7 88 92 20 323
8 88 71 20 500
9 99 14 20 500
10 27 20 20 500
11 26 67 20 260
12 64 33 20 258
13 28 48 20 500
14 9 1 20 326
15 67 88 20 500
16 1 23 20 211
17 38 70 20 388
18 91 83 20 500
19 89 96 20 500
20 10 83 20 500
21 67 94 20 307
22 23 83 20 500
23 70 5 20 500
24 19 63 20 214
25 77 4 20 500
26 38 69 20 500
27 79 40 20 500
28 19 58 20 500
29 32 60 20 271
30 76 27 20 500
31 94 71 20 500
32 19 44 20 500
33 98 62 20 500
34 96 85 20 272
35 1 27 20 384
36 47 82 20 251
37 86 21 20 500
38 79 93 20 500
39 30 83 20 156
40 12 55 20 338
41 84 67 20 500
42 82 20 20 500
43 55 87 20 500
44 34 56 20 500
45 1 42 20 233
46 90 14 20 224
47 98 81 20 299
48 45 93 20 500
49 29 10 20 500
50 5 98 20 395
51 67 35 20 500
52 14 68 20 500
53 42 85 20 500
54 36 23 20 220
55 30 19 20 500
56 64 52 20 251
57 60 89 20 500
58 88 76 20 336
59 99 13 20 500
60 33 92 20 296
61 33 52 20 500
62 59 64 20 500
63 22 31 20 500
64 68 88 20 374
65 76 46 20 345
66 57 2 20 500
67 22 32 20 291
68 98 27 20 247
69 59 93 20 500
70 16 24 20 500
71 31 27 20 190
72 70 20 20 377
73 95 82 20 500
74 79 89 20 293
75 32 50 20 500
76 7 17 20 321
77 49 33 20 381
78 86 17 20 401
79 20 18 20 415
80 1 26 20 500
81 40 94 20 500
82 3 61 20 500
83 92 41 20 366
84 75 83 20 424
85 38 65 20 298
86 76 83 20 259
87 45 57 20 500
88 68 86 20 500
89 48 64 20 207
90 50 16 20 435
91 38 45 20 500
92 83 84 20 346
93 71 51 20 318
94 32 14 20 181
95 16 82 20 250
96 82 26 20 276
97 79 41 20 500
98 18 90 20 365
99 40 3 20 350
