3 100 100 100
0 79 39 20 228
1 68 60 20 500
2 6 6 20 500
3 85 94 20 500
4 89 99 20 309
5 35 28 20 500
6 73 76 20 353
7 11 90 20 500
8 87 99 20 343
9 66 0 20 315
10 71 53 20 204
11 80 16 20 500
12 26 60 20 500
13 23 11 20 275
14 14 49 20 347
15 34 23 20 500
16 74 37 20 274
17 91 75 20 500
18 18 94 20 500
19 47 15 20 241
20 32 3 20 500
21 73 84 20 118
22 94 60 20 393
23 0 36 20 500
24 4 5 20 177
25 67 63 20 500
26 49 10 20 302
27 80 25 20 500
28 50 88 20 500
29 81 76 20 232
30 51 59 20 385
31 96 62 20 500
32 39 4 20 500
33 34 48 20 500
34 87 10 20 500
35 23 30 20 500
36 90 44 20 500
37 44 6 20 310
38 96 78 20 266
39 29 37 20 239
40 9 53 20 500
41 98 25 20 500
42 65 30 20 165
43 46 42 20 184
44 23 27 20 500
45 75 64 20 302
46 43 89 20 500
47 73 45 20 500
48 5 38 20 197
49 49 89 20 308
50 72 59 20 500
51 90 98 20 250
52 43 14 20 240
53 49 59 20 500
54 83 41 20 394
55 66 92 20 500
56 30 70 20 500
57 71 67 20 146
58 16 72 20 500
59 11 14 20 316
60 9 81 20 500
61 60 21 20 190
62 19 54 20 348
63 75 45 20 500
64 30 60 20 163
65 69 59 20 500
66 5 51 20 500
67 92 15 20 289
68 7 52 20 297
69 34 89 20 500
70 40 61 20 332
71 82 29 20 207
72 99 38 20 332
73 2 71 20 363
74 49 48 20 153
75 78 18 20 265
76 28 17 20 364
77 51 42 20 500
78 30 99 20 418
79 31 5 20 228
80 8 9 20 500
81 52 67 20 500
82 99 12 20 235
83 28 90 20 500
84 70 28 20 500
85 13 37 20 500
86 70 91 20 500
87 95 65 20 500
88 24 75 20 282
89 95 86 20 500
90 69 91 20 332
91 29 69 20 288
92 84 88 20 397
93 90 43 20 500
94 16 78 20 500
95 20 62 20 500
96 80 47 20 500
97 16 79 20 500
98 62 53 20 376
99 71 7 20 243
