7 100 100 100
0 48 55 20 182
1 81 59 20 237
2 79 45 20 365
3 3 71 20 319
4 8 18 20 312
5 59 21 20 336
6 87 69 20 262
7 67 24 20 282
8 89 15 20 305
9 0 31 20 296
10 2 64 20 341
11 3 14 20 195
12 69 13 20 166
13 99 5 20 267
14 36 33 20 298
15 83 73 20 351
16 42 32 20 229
17 93 84 20 289
18 12 94 20 395
19 48 52 20 338
20 71 89 20 332
21 35 84 20 261
22 87 3 20 251
23 66 14 20 286
24 94 94 20 264
25 86 21 20 309
26 17 17 20 274
27 67 47 20 280
28 56 48 20 271
29 53 63 20 260
30 18 73 20 369
31 85 62 20 374
32 51 59 20 290
33 17 27 20 228
34 49 12 20 217
35 39 45 20 356
36 6 70 20 318
37 32 73 20 366
38 68 70 20 341
39 36 14 20 393
40 77 77 20 237
41 38 42 20 464
42 34 56 20 231
43 81 98 20 396
44 70 96 20 353
45 87 97 20 359
46 19 96 20 268
47 19 46 20 290
48 87 63 20 406
49 10 72 20 420
50 3 98 20 276
51 2 59 20 347
52 30 62 20 270
53 55 49 20 317
54 38 78 20 219
55 79 91 20 431
56 76 68 20 372
57 77 71 20 372
58 60 94 20 386
59 39 95 20 416
60 85 77 20 421
61 60 56 20 442
62 38 22 20 238
63 89 21 20 401
64 31 25 20 98
65 56 18 20 353
66 67 63 20 322
67 87 1 20 382
68 14 60 20 296
69 15 76 20 274
70 88 63 20 415
71 13 65 20 392
72 33 82 20 233
73 98 4 20 339
74 33 73 20 335
75 47 39 20 292
76 23 2 20 313
77 88 96 20 265
78 77 19 20 357
79 39 59 20 328
80 90 85 20 283
81 78 75 20 321
82 36 6 20 228
83 1 28 20 302
84 35 70 20 378
85 73 46 20 293
86 84 65 20 278
87 68 21 20 264
88 19 8 20 419
89 94 97 20 289
90 11 47 20 253
91 51 86 20 365
92 19 84 20 275
93 68 49 20 422
94 30 55 20 383
95 45 53 20 419
96 28 30 20 322
97 28 29 20 153
98 89 36 20 404
99 95 35 20 477
