2 100 100 100
0 54 50 20 500
1 29 74 20 282
2 60 10 20 265
3 88 26 20 500
4 34 67 20 120
5 76 80 20 352
6 63 2 20 500
7 72 2 20 500
8 67 32 20 420
9 40 59 20 349
10 54 69 20 238
11 38 16 20 319
12 13 86 20 500
13 5 71 20 439
14 11 18 20 264
15 47 91 20 322
16 42 50 20 368
17 14 4 20 315
18 0 68 20 358
19 8 66 20 195
20 97 51 20 262
21 79 54 20 500
22 7 58 20 500
23 16 69 20 500
24 78 70 20 278
25 40 70 20 342
26 47 14 20 293
27 57 15 20 360
28 83 98 20 345
29 83 36 20 329
30 29 84 20 389
31 78 8 20 379
32 56 60 20 318
33 77 8 20 265
34 8 25 20 254
35 53 22 20 140
36 84 49 20 340
37 64 75 20 328
38 1 7 20 214
39 10 17 20 248
40 45 72 20 500
41 82 89 20 500
42 62 69 20 280
43 86 5 20 334
44 68 51 20 364
45 28 50 20 247
46 90 65 20 299
47 25 0 20 285
48 62 43 20 500
49 23 79 20 166
50 95 43 20 293
51 20 22 20 500
52 63 82 20 500
53 43 39 20 344
54 71 45 20 182
55 38 11 20 379
56 58 30 20 183
57 22 52 20 194
58 67 34 20 267
59 10 85 20 319
60 7 33 20 332
61 1 5 20 380
62 70 29 20 500
63 32 64 20 500
64 79 72 20 284
65 67 67 20 231
66 50 17 20 285
67 87 99 20 309
68 59 18 20 319
69 23 25 20 255
70 29 68 20 223
71 61 54 20 280
72 28 56 20 500
73 97 22 20 378
74 78 14 20 500
75 2 91 20 344
76 72 40 20 360
77 45 8 20 173
78 1 96 20 372
79 30 91 20 219
80 99 55 20 459
81 70 9 20 263
82 81 99 20 500
83 71 20 20 283
84 78 20 20 311
85 60 79 20 500
86 49 96 20 500
87 45 74 20 491
88 72 45 20 310
89 43 45 20 338
90 18 92 20 306
91 60 48 20 500
92 63 43 20 321
93 89 17 20 300
94 54 70 20 293
95 21 86 20 500
96 11 43 20 250
97 55 85 20 500
98 13 42 20 500
99 42 77 20 500
