2 100 100 100
0 61 51 20 202
1 31 38 20 339
2 44 58 20 269
3 56 57 20 326
4 46 40 20 298
5 10 57 20 340
6 17 24 20 289
7 34 25 20 195
8 77 50 20 303
9 68 54 20 248
10 3 61 20 290
11 31 94 20 272
12 43 70 20 309
13 30 4 20 205
14 4 66 20 223
15 38 70 20 298
16 72 17 20 32
17 48 16 20 262
18 50 37 20 159
19 99 48 20 510
20 39 47 20 314
21 31 95 20 510
22 59 1 20 276
23 81 1 20 510
24 17 53 20 510
25 63 66 20 257
26 72 74 20 413
27 0 73 20 510
28 1 69 20 202
29 49 39 20 510
30 91 31 20 183
31 19 65 20 510
32 85 78 20 510
33 13 38 20 297
34 30 17 20 315
35 23 20 20 510
36 92 10 20 248
37 29 98 20 374
38 86 71 20 348
39 14 32 20 181
40 1 65 20 309
41 88 39 20 290
42 17 22 20 354
43 8 88 20 510
44 6 34 20 294
45 47 63 20 336
46 27 48 20 348
47 52 1 20 201
48 18 42 20 287
49 7 67 20 360
50 34 87 20 370
51 51 2 20 184
52 64 93 20 510
53 44 33 20 171
54 10 77 20 314
55 8 22 20 277
56 6 51 20 279
57 11 73 20 439
58 69 38 20 255
59 2 74 20 371
60 84 32 20 510
61 52 62 20 316
62 2 35 20 385
63 13 90 20 336
64 37 82 20 510
65 48 44 20 510
66 21 27 20 221
67 56 70 20 383
68 73 97 20 295
69 80 41 20 239
70 1 89 20 357
71 67 43 20 213
72 28 45 20 306
73 40 53 20 272
74 61 62 20 510
75 35 17 20 329
76 19 69 20 257
77 40 16 20 510
78 92 82 20 510
79 9 63 20 251
80 30 36 20 510
81 70 88 20 510
82 52 80 20 362
83 94 24 20 366
84 57 92 20 510
85 17 45 20 186
86 53 72 20 355
87 73 50 20 510
88 67 9 20 510
89 43 51 20 510
90 22 66 20 510
91 54 63 20 387
92 89 29 20 510
93 27 83 20 191
94 59 25 20 240
95 68 18 20 434
96 31 2 20 232
97 55 76 20 367
98 82 47 20 374
99 12 44 20 320
