7 100 100 100
0 32 19 20 321
1 69 7 20 244
2 13 21 20 217
3 16 68 20 381
4 64 32 20 429
5 43 95 20 272
6 89 54 20 331
7 77 91 20 444
8 63 17 20 301
9 88 2 20 430
10 37 30 20 396
11 9 87 20 310
12 16 75 20 481
13 18 44 20 368
14 33 66 20 431
15 44 72 20 259
16 65 40 20 286
17 6 44 20 361
18 14 39 20 303
19 95 91 20 266
20 94 49 20 383
21 20 0 20 242
22 62 9 20 301
23 86 17 20 242
24 0 71 20 507
25 98 62 20 233
26 74 12 20 424
27 40 31 20 362
28 14 12 20 272
29 22 66 20 365
30 52 57 20 362
31 33 77 20 357
32 71 21 20 421
33 79 88 20 295
34 64 0 20 113
35 59 28 20 276
36 58 15 20 254
37 71 61 20 455
38 67 97 20 388
39 84 41 20 365
40 8 4 20 216
41 31 38 20 361
42 46 56 20 401
43 41 29 20 299
44 17 61 20 507
45 49 42 20 355
46 79 78 20 334
47 70 6 20 388
48 82 87 20 383
49 0 50 20 375
50 0 19 20 182
51 92 14 20 110
52 12 99 20 323
53 75 9 20 373
54 73 36 20 145
55 40 40 20 409
56 19 47 20 234
57 14 55 20 400
58 42 8 20 183
59 74 7 20 450
60 51 5 20 419
61 39 79 20 261
62 35 45 20 345
63 27 10 20 168
64 10 25 20 294
65 21 20 20 345
66 61 49 20 369
67 49 21 20 271
68 80 68 20 332
69 28 21 20 367
70 19 3 20 253
71 43 44 20 305
72 13 25 20 334
73 71 49 20 367
74 6 9 20 431
75 77 32 20 147
76 30 12 20 382
77 72 87 20 295
78 63 86 20 310
79 24 35 20 337
80 88 87 20 372
81 79 11 20 287
82 56 95 20 429
83 11 73 20 294
84 98 83 20 386
85 43 72 20 349
86 59 62 20 327
87 94 79 20 360
88 22 21 20 407
89 66 84 20 360
90 37 92 20 370
91 11 37 20 335
92 52 23 20 340
93 45 23 20 367
94 59 52 20 453
95 28 57 20 184
96 42 62 20 396
97 41 50 20 374
98 24 51 20 207
99 26 6 20 335
