5 100 100 100
0 52 70 20 299
1 20 98 20 284
2 8 13 20 500
3 1 86 20 500
4 82 72 20 500
5 74 25 20 500
6 70 16 20 329
7 56 84 20 500
8 0 87 20 500
9 71 87 20 366
10 70 97 20 500
11 51 27 20 500
12 64 14 20 500
13 65 36 20 255
14 12 45 20 500
15 20 94 20 500
16 34 6 20 500
17 47 3 20 500
18 92 84 20 500
19 2 81 20 500
20 8 48 20 500
21 28 14 20 287
22 7 47 20 210
23 28 54 20 341
24 51 33 20 303
25 53 48 20 451
26 61 47 20 260
27 60 78 20 307
28 35 23 20 500
29 12 47 20 228
30 92 89 20 266
31 64 86 20 259
32 62 66 20 356
33 5 69 20 251
34 35 6 20 228
35 44 4 20 346
36 26 23 20 265
37 76 92 20 339
38 92 46 20 358
39 41 61 20 500
40 22 17 20 500
41 44 36 20 352
42 28 34 20 500
43 59 97 20 241
44 36 88 20 500
45 49 33 20 249
46 23 36 20 500
47 83 84 20 418
48 13 67 20 282
49 42 16 20 297
50 5 63 20 380
51 9 82 20 500
52 74 75 20 313
53 16 24 20 328
54 33 53 20 500
55 11 95 20 500
56 41 63 20 500
57 72 79 20 228
58 97 75 20 271
59 52 42 20 500
60 66 20 20 286
61 61 40 20 500
62 67 49 20 500
63 41 53 20 409
64 74 89 20 500
65 3 56 20 347
66 85 63 20 500
67 11 71 20 500
68 82 13 20 237
69 16 87 20 361
70 13 29 20 500
71 34 27 20 500
72 8 65 20 500
73 35 89 20 500
74 54 24 20 500
75 31 45 20 500
76 73 36 20 500
77 51 51 20 331
78 73 91 20 500
79 42 20 20 500
80 97 63 20 217
81 27 68 20 500
82 68 19 20 309
83 44 8 20 288
84 74 73 20 500
85 17 59 20 276
86 66 16 20 244
87 22 54 20 500
88 44 45 20 371
89 98 65 20 500
90 96 71 20 500
91 40 1 20 247
92 81 76 20 336
93 64 21 20 500
94 33 76 20 338
95 66 57 20 304
96 46 34 20 245
97 91 82 20 500
98 86 97 20 500
99 46 48 20 500
