3 100 100 100
0 38 73 20 291
1 40 43 20 171
2 50 67 20 376
3 11 98 20 378
4 46 33 20 352
5 7 84 20 416
6 81 98 20 500
7 7 31 20 315
8 60 30 20 310
9 54 88 20 500
10 36 7 20 500
11 64 54 20 500
12 35 29 20 338
13 7 53 20 500
14 49 53 20 287
15 21 17 20 500
16 17 9 20 320
17 55 81 20 306
18 15 80 20 500
19 20 56 20 333
20 70 69 20 276
21 61 40 20 500
22 50 69 20 331
23 53 82 20 156
24 20 67 20 500
25 4 49 20 500
26 43 24 20 500
27 70 26 20 320
28 20 45 20 222
29 1 38 20 218
30 58 69 20 347
31 20 12 20 235
32 95 91 20 240
33 58 54 20 218
34 31 84 20 381
35 47 63 20 250
36 49 9 20 365
37 88 62 20 332
38 37 18 20 259
39 34 82 20 363
40 70 51 20 284
41 69 7 20 500
42 57 72 20 500
43 66 17 20 196
44 91 37 20 217
45 6 19 20 500
46 75 79 20 347
47 0 2 20 223
48 88 83 20 300
49 70 81 20 500
50 30 56 20 196
51 47 54 20 500
52 61 63 20 385
53 76 11 20 492
54 0 67 20 480
55 97 59 20 337
56 8 91 20 500
57 89 72 20 322
58 92 22 20 335
59 46 70 20 500
60 17 70 20 459
61 43 57 20 500
62 54 85 20 311
63 23 84 20 500
64 37 96 20 400
65 58 41 20 439
66 54 41 20 211
67 64 46 20 267
68 6 20 20 230
69 34 11 20 230
70 16 74 20 304
71 26 46 20 189
72 88 95 20 364
73 19 89 20 500
74 85 95 20 380
75 17 85 20 291
76 89 75 20 500
77 95 60 20 321
78 8 78 20 357
79 50 29 20 163
80 89 71 20 500
81 27 0 20 278
82 81 54 20 335
83 2 6 20 455
84 46 99 20 318
85 50 82 20 389
86 1 34 20 500
87 73 22 20 388
88 21 26 20 242
89 20 21 20 283
90 75 70 20 308
91 71 28 20 408
92 33 94 20 309
93 18 17 20 196
94 17 47 20 353
95 49 20 20 277
96 40 39 20 172
97 69 11 20 500
98 19 41 20 368
99 3 48 20 192
