5 100 100 100
0 28 99 20 391
1 16 29 20 230
2 80 89 20 329
3 17 17 20 540
4 91 28 20 282
5 25 57 20 456
6 59 40 20 364
7 13 52 20 540
8 43 8 20 540
9 90 64 20 271
10 77 63 20 540
11 68 35 20 220
12 9 75 20 540
13 86 65 20 244
14 61 2 20 361
15 43 38 20 264
16 29 26 20 443
17 36 39 20 540
18 90 96 20 329
19 42 49 20 262
20 11 18 20 340
21 79 91 20 540
22 27 11 20 540
23 60 50 20 326
24 18 20 20 217
25 96 34 20 540
26 52 40 20 540
27 67 23 20 334
28 80 76 20 257
29 96 25 20 265
30 26 61 20 302
31 90 86 20 383
32 39 11 20 238
33 23 27 20 349
34 7 36 20 540
35 65 34 20 362
36 65 83 20 450
37 77 23 20 237
38 75 7 20 217
39 15 73 20 420
40 8 3 20 282
41 52 85 20 234
42 83 84 20 270
43 36 42 20 320
44 39 77 20 540
45 92 47 20 540
46 73 7 20 540
47 79 98 20 263
48 11 39 20 320
49 25 29 20 404
50 70 49 20 320
51 29 21 20 324
52 82 23 20 217
53 72 87 20 540
54 50 17 20 165
55 35 91 20 272
56 75 79 20 286
57 1 20 20 540
58 15 70 20 274
59 55 20 20 178
60 10 56 20 347
61 10 78 20 448
62 18 18 20 218
63 95 2 20 267
64 84 96 20 337
65 82 54 20 291
66 19 94 20 540
67 68 64 20 353
68 97 94 20 540
69 18 51 20 405
70 4 92 20 540
71 31 22 20 389
72 69 3 20 234
73 83 31 20 346
74 14 67 20 386
75 59 9 20 540
76 87 61 20 198
77 21 75 20 391
78 79 72 20 333
79 45 62 20 334
80 32 63 20 316
81 74 45 20 148
82 50 64 20 388
83 62 63 20 275
84 92 52 20 273
85 32 2 20 540
86 26 82 20 540
87 76 11 20 178
88 74 87 20 331
89 98 91 20 293
90 39 35 20 330
91 17 49 20 540
92 32 22 20 475
93 55 65 20 335
94 74 1 20 193
95 77 25 20 208
96 45 13 20 540
97 93 55 20 304
98 20 27 20 540
99 44 28 20 260
