5 100 100 100
0 7 5 20 200
1 82 98 20 316
2 90 69 20 401
3 16 18 20 302
4 11 79 20 302
5 15 6 20 171
6 19 80 20 295
7 22 63 20 470
8 95 59 20 328
9 58 13 20 443
10 85 11 20 308
11 7 58 20 324
12 63 29 20 398
13 69 47 20 256
14 46 48 20 383
15 15 17 20 334
16 66 25 20 273
17 78 21 20 376
18 73 78 20 316
19 56 55 20 235
20 33 99 20 289
21 52 10 20 233
22 36 91 20 270
23 67 76 20 190
24 75 37 20 312
25 37 58 20 360
26 19 34 20 203
27 18 51 20 340
28 56 36 20 393
29 75 2 20 290
30 31 98 20 510
31 8 6 20 221
32 84 75 20 296
33 29 57 20 336
34 50 65 20 267
35 70 69 20 305
36 7 2 20 210
37 72 76 20 312
38 35 49 20 231
39 6 64 20 355
40 8 67 20 296
41 89 66 20 291
42 95 98 20 315
43 36 59 20 437
44 60 20 20 183
45 91 52 20 414
46 81 5 20 453
47 86 44 20 355
48 69 50 20 233
49 42 42 20 248
50 99 98 20 326
51 2 89 20 247
52 81 15 20 280
53 1 7 20 262
54 96 34 20 314
55 36 53 20 319
56 54 73 20 382
57 53 13 20 277
58 79 69 20 360
59 22 23 20 379
60 12 72 20 219
61 33 14 20 390
62 91 41 20 389
63 93 15 20 216
64 4 11 20 253
65 15 79 20 359
66 26 29 20 128
67 30 30 20 64
68 6 91 20 332
69 69 69 20 248
70 67 54 20 229
71 40 41 20 204
72 96 66 20 363
73 78 90 20 328
74 82 69 20 379
75 43 2 20 123
76 39 16 20 193
77 52 64 20 330
78 13 30 20 228
79 24 93 20 412
80 58 89 20 357
81 50 58 20 328
82 26 82 20 407
83 53 12 20 339
84 47 13 20 223
85 13 60 20 270
86 77 97 20 275
87 23 99 20 302
88 7 78 20 430
89 17 62 20 367
90 36 72 20 204
91 75 68 20 366
92 35 21 20 384
93 58 37 20 185
94 59 64 20 303
95 7 92 20 408
96 71 57 20 330
97 77 9 20 261
98 79 61 20 261
99 28 16 20 272
