5 100 100 100
0 63 50 20 335
1 79 52 20 540
2 8 20 20 540
3 76 79 20 540
4 65 99 20 255
5 29 48 20 404
6 90 8 20 540
7 39 94 20 540
8 74 61 20 287
9 80 1 20 540
10 30 72 20 540
11 14 72 20 540
12 84 72 20 394
13 21 13 20 540
14 46 55 20 540
15 0 23 20 540
16 60 26 20 253
17 92 87 20 299
18 87 11 20 180
19 49 4 20 294
20 84 53 20 540
21 38 89 20 361
22 25 95 20 350
23 16 60 20 540
24 79 50 20 540
25 83 4 20 540
26 82 9 20 131
27 9 80 20 540
28 85 39 20 161
29 79 3 20 331
30 29 88 20 272
31 33 69 20 540
32 70 81 20 540
33 66 56 20 540
34 93 54 20 540
35 2 41 20 540
36 29 66 20 418
37 13 29 20 540
38 33 82 20 540
39 22 99 20 365
40 23 28 20 365
41 52 24 20 327
42 43 92 20 392
43 16 26 20 418
44 11 84 20 339
45 32 27 20 540
46 15 55 20 304
47 92 54 20 483
48 36 12 20 540
49 4 44 20 540
50 6 65 20 427
51 38 13 20 260
52 16 48 20 228
53 98 42 20 540
54 93 59 20 540
55 88 18 20 540
56 9 20 20 445
57 53 85 20 540
58 57 64 20 468
59 54 41 20 360
60 88 80 20 540
61 42 9 20 540
62 94 62 20 540
63 98 17 20 256
64 23 74 20 327
65 44 87 20 366
66 46 53 20 315
67 58 99 20 540
68 68 7 20 99
69 25 6 20 413
70 33 53 20 540
71 22 66 20 422
72 82 58 20 337
73 4 47 20 284
74 76 39 20 540
75 4 69 20 540
76 64 82 20 285
77 71 21 20 379
78 88 4 20 540
79 14 90 20 391
80 19 28 20 540
81 24 37 20 540
82 9 60 20 540
83 81 2 20 279
84 34 94 20 296
85 46 6 20 540
86 90 20 20 540
87 41 9 20 540
88 93 61 20 265
89 14 33 20 441
90 80 16 20 540
91 16 75 20 540
92 12 42 20 252
93 12 73 20 540
94 73 81 20 249
95 91 81 20 540
96 37 5 20 272
97 92 39 20 260
98 23 27 20 540
99 14 54 20 540
