2 100 100 100
0 45 97 20 500
1 66 6 20 500
2 19 90 20 500
3 53 32 20 205
4 24 16 20 500
5 62 89 20 500
6 29 15 20 500
7 90 22 20 500
8 12 64 20 500
9 75 42 20 500
10 22 82 20 500
11 12 76 20 363
12 97 69 20 500
13 16 52 20 500
14 98 78 20 500
15 4 68 20 393
16 9 50 20 500
17 38 55 20 401
18 82 40 20 500
19 19 45 20 327
20 13 50 20 272
21 4 70 20 293
22 77 24 20 500
23 20 41 20 500
24 10 91 20 500
25 1 57 20 500
26 18 67 20 500
27 21 30 20 500
28 39 47 20 500
29 33 77 20 500
30 57 17 20 105
31 34 77 20 500
32 56 13 20 500
33 86 66 20 500
34 5 35 20 500
35 74 28 20 500
36 72 20 20 500
37 64 33 20 279
38 16 14 20 500
39 30 40 20 500
40 67 7 20 500
41 28 90 20 500
42 66 17 20 500
43 12 62 20 500
44 42 14 20 500
45 33 14 20 500
46 80 63 20 500
47 65 0 20 500
48 7 31 20 500
49 21 15 20 500
50 88 97 20 500
51 80 78 20 500
52 95 96 20 320
53 90 15 20 500
54 5 61 20 300
55 95 54 20 500
56 61 19 20 177
57 59 21 20 500
58 89 54 20 500
59 38 60 20 500
60 61 28 20 500
61 42 42 20 500
62 63 48 20 500
63 24 30 20 500
64 41 96 20 267
65 55 37 20 331
66 10 28 20 500
67 96 74 20 332
68 56 98 20 223
69 99 73 20 500
70 93 9 20 500
71 26 13 20 500
72 42 10 20 500
73 89 38 20 500
74 6 56 20 500
75 61 46 20 244
76 4 33 20 500
77 77 77 20 500
78 27 83 20 500
79 87 29 20 410
80 20 1 20 500
81 18 6 20 269
82 96 59 20 232
83 68 9 20 500
84 7 90 20 500
85 78 92 20 459
86 73 9 20 500
87 55 58 20 500
88 65 28 20 382
89 71 97 20 500
90 92 58 20 500
91 26 20 20 500
92 71 6 20 500
93 95 51 20 500
94 57 76 20 500
95 39 73 20 500
96 53 68 20 162
97 15 10 20 290
98 79 42 20 169
99 38 62 20 500
