7 100 100 100
0 96 39 20 312
1 67 27 20 196
2 17 78 20 300
3 42 38 20 520
4 73 72 20 520
5 29 57 20 323
6 17 17 20 243
7 83 58 20 289
8 73 16 20 348
9 14 10 20 368
10 70 74 20 326
11 17 61 20 315
12 85 52 20 315
13 70 8 20 412
14 69 70 20 296
15 30 24 20 520
16 20 87 20 400
17 70 43 20 520
18 27 50 20 309
19 18 93 20 372
20 91 74 20 520
21 41 94 20 244
22 35 87 20 328
23 0 86 20 313
24 86 49 20 376
25 35 78 20 266
26 20 3 20 212
27 22 26 20 520
28 22 13 20 295
29 21 60 20 322
30 23 15 20 377
31 24 64 20 323
32 53 62 20 346
33 70 69 20 406
34 16 92 20 520
35 81 25 20 313
36 60 40 20 306
37 44 70 20 400
38 18 76 20 375
39 47 5 20 234
40 53 88 20 384
41 28 59 20 362
42 26 64 20 175
43 63 90 20 520
44 96 54 20 520
45 73 61 20 285
46 91 33 20 520
47 70 57 20 387
48 42 78 20 321
49 21 73 20 310
50 80 29 20 255
51 33 30 20 520
52 16 64 20 447
53 53 44 20 255
54 80 84 20 520
55 82 44 20 341
56 44 93 20 520
57 65 40 20 195
58 89 81 20 520
59 40 52 20 236
60 52 61 20 301
61 37 75 20 462
62 25 25 20 315
63 30 65 20 520
64 45 84 20 235
65 79 4 20 332
66 72 95 20 520
67 24 84 20 520
68 18 90 20 198
69 67 60 20 343
70 84 74 20 520
71 36 16 20 292
72 66 92 20 321
73 85 19 20 408
74 66 5 20 120
75 33 72 20 520
76 43 90 20 322
77 17 90 20 520
78 75 57 20 520
79 42 48 20 335
80 87 64 20 374
81 18 10 20 367
82 53 97 20 465
83 76 70 20 319
84 49 51 20 303
85 29 84 20 306
86 65 21 20 520
87 12 29 20 264
88 42 5 20 520
89 98 86 20 480
90 99 69 20 520
91 16 21 20 312
92 1 62 20 367
93 23 16 20 349
94 70 45 20 342
95 6 64 20 314
96 47 91 20 520
97 79 78 20 431
98 69 63 20 385
99 31 12 20 220
