3 100 100 100
0 28 98 20 449
1 62 26 20 360
2 73 43 20 337
3 89 15 20 600
4 66 63 20 600
5 12 53 20 600
6 55 88 20 291
7 92 24 20 406
8 45 37 20 600
9 14 52 20 600
10 97 98 20 600
11 25 29 20 600
12 14 9 20 461
13 18 47 20 288
14 5 81 20 460
15 79 96 20 491
16 88 18 20 244
17 8 7 20 365
18 61 27 20 600
19 82 7 20 219
20 97 36 20 260
21 57 80 20 333
22 70 60 20 600
23 30 55 20 600
24 73 28 20 352
25 14 3 20 600
26 16 23 20 600
27 2 37 20 600
28 8 85 20 354
29 93 54 20 600
30 3 87 20 356
31 11 83 20 428
32 97 17 20 600
33 12 99 20 287
34 25 70 20 345
35 21 75 20 600
36 39 5 20 266
37 86 68 20 600
38 82 93 20 425
39 54 51 20 425
40 68 64 20 600
41 64 53 20 600
42 29 97 20 600
43 76 79 20 600
44 54 92 20 450
45 61 4 20 397
46 82 35 20 301
47 53 69 20 428
48 60 62 20 564
49 96 59 20 600
50 32 57 20 600
51 13 8 20 414
52 27 14 20 441
53 16 53 20 600
54 22 70 20 337
55 1 52 20 323
56 34 32 20 600
57 10 25 20 600
58 40 13 20 600
59 45 43 20 251
60 48 76 20 600
61 88 89 20 600
62 36 26 20 345
63 59 47 20 439
64 83 26 20 600
65 14 7 20 315
66 39 79 20 246
67 28 1 20 600
68 68 30 20 600
69 62 83 20 359
70 91 95 20 400
71 23 11 20 600
72 16 33 20 600
73 74 67 20 600
74 16 26 20 600
75 5 2 20 225
76 86 10 20 501
77 38 49 20 247
78 29 23 20 397
79 25 17 20 600
80 23 73 20 600
81 20 36 20 600
82 21 28 20 329
83 24 11 20 600
84 68 86 20 600
85 31 90 20 600
86 16 49 20 212
87 51 56 20 600
88 88 23 20 600
89 35 7 20 600
90 61 28 20 251
91 25 56 20 600
92 20 29 20 600
93 41 55 20 600
94 27 94 20 410
95 24 39 20 600
96 97 40 20 600
97 51 36 20 600
98 93 93 20 368
99 53 35 20 293
