5 100 100 100
0 89 19 20 377
1 96 92 20 337
2 21 45 20 510
3 65 36 20 510
4 62 24 20 510
5 85 99 20 510
6 83 45 20 510
7 83 63 20 168
8 74 22 20 510
9 89 23 20 510
10 85 60 20 510
11 32 48 20 207
12 19 13 20 313
13 31 43 20 510
14 16 50 20 353
15 43 28 20 290
16 65 76 20 510
17 76 68 20 313
18 46 34 20 510
19 30 2 20 510
20 82 87 20 259
21 87 97 20 430
22 93 54 20 510
23 52 98 20 510
24 62 26 20 200
25 3 8 20 313
26 24 5 20 510
27 19 75 20 510
28 40 41 20 342
29 16 28 20 383
30 20 51 20 318
31 91 11 20 510
32 94 36 20 510
33 30 59 20 510
34 24 33 20 354
35 29 71 20 234
36 36 98 20 460
37 12 44 20 295
38 2 55 20 510
39 25 98 20 400
40 21 15 20 510
41 34 47 20 274
42 7 95 20 510
43 28 26 20 180
44 88 44 20 203
45 47 17 20 349
46 54 41 20 397
47 94 48 20 510
48 72 11 20 510
49 63 99 20 374
50 88 2 20 510
51 40 50 20 510
52 68 97 20 510
53 29 15 20 510
54 17 91 20 510
55 94 0 20 336
56 63 10 20 510
57 62 56 20 334
58 50 13 20 510
59 98 6 20 510
60 57 85 20 367
61 52 9 20 409
62 0 0 20 510
63 71 26 20 510
64 91 31 20 510
65 95 10 20 510
66 38 62 20 331
67 58 35 20 234
68 35 50 20 264
69 38 96 20 510
70 11 26 20 510
71 23 34 20 510
72 13 67 20 252
73 42 27 20 184
74 36 11 20 206
75 61 90 20 317
76 58 89 20 226
77 89 95 20 363
78 39 36 20 510
79 41 73 20 510
80 64 22 20 510
81 49 46 20 290
82 6 3 20 256
83 51 7 20 411
84 63 79 20 190
85 14 5 20 510
86 28 20 20 247
87 13 8 20 510
88 42 5 20 510
89 83 52 20 262
90 62 29 20 290
91 28 62 20 367
92 31 16 20 171
93 29 49 20 510
94 66 49 20 510
95 78 78 20 510
96 70 60 20 510
97 33 57 20 309
98 0 59 20 510
99 11 33 20 286
