2 100 100 100
0 42 91 20 500
1 38 96 20 500
2 45 2 20 421
3 78 83 20 500
4 56 74 20 387
5 50 48 20 307
6 28 49 20 500
7 24 20 20 367
8 77 65 20 210
9 1 66 20 337
10 78 29 20 500
11 91 73 20 170
12 28 67 20 407
13 7 7 20 253
14 24 32 20 500
15 75 20 20 500
16 67 8 20 500
17 94 98 20 343
18 13 32 20 280
19 84 77 20 500
20 86 94 20 500
21 9 30 20 500
22 97 8 20 500
23 7 5 20 200
24 95 6 20 500
25 99 29 20 313
26 50 14 20 500
27 82 86 20 500
28 79 65 20 168
29 73 77 20 381
30 43 85 20 500
31 63 6 20 343
32 23 53 20 500
33 55 79 20 205
34 63 42 20 160
35 89 29 20 121
36 79 84 20 500
37 14 10 20 500
38 6 92 20 331
39 20 90 20 500
40 92 70 20 336
41 17 22 20 170
42 84 33 20 500
43 93 2 20 500
44 47 48 20 151
45 51 7 20 262
46 39 21 20 500
47 79 22 20 166
48 16 57 20 230
49 26 24 20 293
50 0 59 20 374
51 3 31 20 500
52 56 81 20 500
53 50 58 20 500
54 2 77 20 395
55 76 54 20 500
56 82 45 20 500
57 34 73 20 308
58 81 51 20 500
59 75 35 20 324
60 13 28 20 500
61 37 35 20 500
62 36 79 20 284
63 76 23 20 307
64 47 77 20 359
65 85 29 20 258
66 80 45 20 290
67 38 80 20 500
68 72 3 20 500
69 54 31 20 500
70 23 29 20 500
71 24 84 20 500
72 42 73 20 355
73 12 50 20 500
74 49 24 20 293
75 71 47 20 249
76 51 65 20 335
77 35 97 20 286
78 66 73 20 251
79 16 79 20 500
80 83 26 20 375
81 38 31 20 500
82 52 66 20 500
83 5 53 20 500
84 76 92 20 340
85 69 9 20 186
86 9 19 20 297
87 9 22 20 500
88 81 18 20 247
89 14 31 20 248
90 35 13 20 376
91 22 8 20 500
92 54 67 20 500
93 12 98 20 368
94 60 97 20 500
95 32 22 20 500
96 5 94 20 500
97 46 36 20 500
98 79 79 20 500
99 35 93 20 500
