7 100 100 100
0 75 31 20 349
1 59 81 20 530
2 21 3 20 530
3 37 70 20 530
4 14 76 20 530
5 89 59 20 530
6 74 4 20 530
7 85 97 20 262
8 1 30 20 530
9 70 58 20 315
10 4 48 20 360
11 76 12 20 194
12 79 56 20 530
13 99 37 20 386
14 43 97 20 530
15 10 74 20 354
16 80 90 20 153
17 16 16 20 338
18 79 4 20 462
19 94 95 20 530
20 24 39 20 335
21 64 42 20 530
22 72 30 20 530
23 88 97 20 530
24 83 62 20 530
25 97 42 20 530
26 67 42 20 530
27 45 91 20 296
28 51 60 20 530
29 99 65 20 530
30 24 38 20 530
31 36 70 20 530
32 95 8 20 530
33 89 13 20 209
34 29 62 20 252
35 53 70 20 384
36 19 93 20 297
37 34 45 20 530
38 49 42 20 421
39 83 45 20 317
40 43 79 20 530
41 91 38 20 206
42 32 27 20 298
43 32 28 20 530
44 55 98 20 530
45 83 68 20 530
46 99 70 20 530
47 61 64 20 530
48 34 41 20 304
49 40 78 20 252
50 58 75 20 305
51 89 30 20 530
52 89 52 20 315
53 89 28 20 288
54 83 3 20 530
55 18 82 20 530
56 98 50 20 221
57 28 28 20 377
58 34 17 20 530
59 77 19 20 530
60 15 43 20 439
61 94 32 20 351
62 80 21 20 530
63 24 52 20 530
64 30 54 20 335
65 80 53 20 530
66 58 72 20 530
67 15 12 20 137
68 12 40 20 395
69 14 51 20 413
70 13 24 20 240
71 49 47 20 530
72 51 50 20 382
73 21 98 20 393
74 59 42 20 349
75 54 47 20 530
76 14 62 20 295
77 23 34 20 395
78 69 42 20 249
79 10 11 20 530
80 20 47 20 530
81 5 5 20 530
82 93 58 20 530
83 60 88 20 530
84 37 13 20 530
85 39 67 20 530
86 34 64 20 364
87 96 33 20 334
88 50 61 20 291
89 93 1 20 252
90 10 27 20 259
91 61 53 20 278
92 89 65 20 295
93 17 91 20 404
94 69 87 20 530
95 59 43 20 335
96 22 24 20 530
97 63 34 20 530
98 83 99 20 530
99 94 29 20 366
